ReportingYear,Sector,License#,TYPEFACILITY,FACILITY_SUBTYPE,Facility Type Group,FacilityLicenseIssueYear,FacilityName,FacilityRegion
2014,Private,MF1199,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2001,Al Rahma Chinese Medical Natural Treatment Centre,Abu Dhabi
2014,Private,MF1270,Rehabilitation Centre,Optical Shop,Centres (various),2001,Al- Jamal Opticals,Abu Dhabi
2014,Private,MF915,Rehabilitation Centre,Optical Shop,Centres (various),1999,Middle East Optical ,Abu Dhabi
2014,Private,MF2469,Rehabilitation Centre,Optical Shop,Centres (various),2010,Taiba Opticals,Abu Dhabi
2014,Private,MF1370,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2002,Homeopathic Medical  Specialised Clinic,Abu Dhabi
2014,Private,MF217,Rehabilitation Centre,Optical Shop,Centres (various),1996,Dar Opticals - Branch 1,Abu Dhabi
2014,Private,MF1399,Rehabilitation Centre,Dental laboratory,Centres (various),2002,Elite Dental Fabrication Laboratory,Abu Dhabi
2014,Private,MF4064,Rehabilitation Centre,Optical Shop,Centres (various),2014,Yateem Optician- Branch,Abu Dhabi
2014,Private,MF3878,Rehabilitation Centre,Dental laboratory,Centres (various),2014,Al Najah Technology Dental Laboratory - Branch 1,Abu Dhabi
2014,Private,MF3536,Rehabilitation Centre,Optical Shop,Centres (various),2014,Al Jaber Optical Centre Branch Of Abu Dhabi 2,Abu Dhabi
2014,Private,MF3073,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2011,Venecia Medical Centre For Rehabilitation ,Abu Dhabi
2014,Private,MF501,Rehabilitation Centre,Optical Shop,Centres (various),1997,Yateem Optician,Abu Dhabi
2014,Private,MF865,Rehabilitation Centre,Optical Shop,Centres (various),2004,Asia  Opticals,Abu Dhabi
2014,Private,MF1979,Rehabilitation Centre,Dental laboratory,Centres (various),2007,Trident Dental Laboratry ,Abu Dhabi
2014,Private,MF227,Rehabilitation Centre,Optical Shop,Centres (various),1998,Majzoub Optical,Abu Dhabi
2014,Private,MF620,Rehabilitation Centre,Optical Shop,Centres (various),1996,Gulf Optical Centre,Abu Dhabi
2014,Private,MF618,Rehabilitation Centre,Optical Shop,Centres (various),2003,Modern Opticals ,Abu Dhabi
2014,Private,MF672,Rehabilitation Centre,Optical Shop,Centres (various),1996,Optical Centre,Abu Dhabi
2014,Private,MF1252,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2001,Specialised Chinese Naturopathy Centre,Abu Dhabi
2014,Private,MF1024,Rehabilitation Centre,Optical Shop,Centres (various),1999,Yateem Opticals - Branhc 3,Abu Dhabi
2014,Private,MF3882,Rehabilitation Centre,Optical Shop,Centres (various),2013,Eyeyzone ( Br Of Excel Enterprises ) Branch Of Abu Dhabi 1,Abu Dhabi
2014,Private,MF3337,Rehabilitation Centre,Optical Shop,Centres (various),2012,Vision Express Optics.,Abu Dhabi
2014,Private,MF3077,Rehabilitation Centre,Optical Shop,Centres (various),2012,Dar Opticals - Branch 11,Abu Dhabi
2014,Private,MF1410,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2004,Al Mizzan Naturopathy Health Centre,Abu Dhabi
2014,Private,MF1411,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2014,Corniche Natural Care & Treament,Abu Dhabi
2014,Private,MF3280,Rehabilitation Centre,Optical Shop,Centres (various),2014,Optical Palace - Branch 1,Abu Dhabi
2014,Private,MF3085,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2011,Emirates And Japanes Diet Centre,Abu Dhabi
2014,Private,MF1168,Rehabilitation Centre,Optical Shop,Centres (various),2001,Al Jaber Optical Centre - Abu Dhabi Branch ,Abu Dhabi
2014,Private,MF1576,Rehabilitation Centre,Optical Shop,Centres (various),2004,Barakat Opticals - Abu Dhabi Branch,Abu Dhabi
2014,Private,MF843,Rehabilitation Centre,Optical Shop,Centres (various),1998,Dr. Yahya Ali  Al Madwahi Eyes &Opticals Centre ,Abu Dhabi
2014,Private,MF699,Rehabilitation Centre,Optical Shop,Centres (various),1997,Kattan Opticians,Abu Dhabi
2014,Private,MF1357,Rehabilitation Centre,Optical Shop,Centres (various),2002,Maghribi Opticals Company - Abu Dhabi Branch,Abu Dhabi
2014,Private,MF397,Rehabilitation Centre,Optical Shop,Centres (various),2013,Nice Opticals,Abu Dhabi
2014,Private,MF2140,Rehabilitation Centre,Optical Shop,Centres (various),2009,Opticals House - Branch 7,Abu Dhabi
2014,Private,MF1386,Rehabilitation Centre,Optical Shop,Centres (various),2002,Warda  Opticals,Abu Dhabi
2014,Private,MF2449,Rehabilitation Centre,Optical Shop,Centres (various),2009,Al Jaber Optical Centre- Al Ain Branch,Al Ain
2014,Private,MF1401,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2002,Al Twoaili Physiotherapeutical Centre,Al Ain
2014,Private,MF1171,Rehabilitation Centre,Optical Shop,Centres (various),2001,Look Optics ,Al Ain
2014,Private,MF2299,Rehabilitation Centre,Dental laboratory,Centres (various),2008,Venus Dental Laboratory,Al Ain
2014,Private,MF2450,Rehabilitation Centre,Optical Shop,Centres (various),2010,Grand Optics - Branch 1,Al Ain
2014,Private,MF3640,Rehabilitation Centre,Optical Shop,Centres (various),2013,Grand Optics - Branch 5,Al Ain
2014,Private,MF1420,Rehabilitation Centre,Optical Shop,Centres (various),2002,Al Ain Optician ,Al Ain
2014,Private,MF3012,Rehabilitation Centre,Dental laboratory,Centres (various),2010,Beauty Smile Dental Laboratory ,Al Ain
2014,Private,MF2610,Rehabilitation Centre,Optical Shop,Centres (various),2013,Magrabi  Optical Company.  Alain Branch,Al Ain
2014,Private,MF1694,Rehabilitation Centre,Optical Shop,Centres (various),2004,Noor Al Qmar Glasses ,Al Ain
2014,Private,MF1800,Rehabilitation Centre,Optical Shop,Centres (various),2005,Al Hakeem Optician - Branch,Al Ain
2014,Private,MF2176,Rehabilitation Centre,Optical Shop,Centres (various),2009,Look Opticals - Branch 2,Al Ain
2014,Private,MF1313,Rehabilitation Centre,Optical Shop,Centres (various),2004,Yateem Optician - Branch,Al Ain
2014,Private,MF1257,Rehabilitation Centre,Optical Shop,Centres (various),2013,Supreme Opticals,Al Ain
2014,Private,MF3778,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2014,Jordanian Speech Clinic For Speech Therapy And Learning Disabilities,Al Ain
2014,Private,MF3587,Rehabilitation Centre,Optical Shop,Centres (various),2013,Dar Optics –  - Al Ain Mall Branch,Al Ain
2014,Private,MF3103,Rehabilitation Centre,Optical Shop,Centres (various),2014,Optysport Optical Trading ,Al Ain
2014,Private,MF1042,Rehabilitation Centre,Optical Shop,Centres (various),1999,Al Hakeem Optician,Al Ain
2014,Private,MF1960,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2007,Dar Alrahma Medical Centre,Al Ain
2014,Private,MF1104,Rehabilitation Centre,Optical Shop,Centres (various),2013,Dubai Optics,Al Ain
2014,Private,MF2216,Rehabilitation Centre,Optical Shop,Centres (various),2008,Magrabi Optical - Al Ain Branch,Al Ain
2014,Private,MF2367,Rehabilitation Centre,Rehabilitation Centre,Centres (various),2009,Vlcc International- Al Ain Branch,Al Ain
2014,Private,MF1229,Rehabilitation Centre,Optical Shop,Centres (various),2004,Al Badee Optician,Al Ain
2014,Private,MF1156,Rehabilitation Centre,Optical Shop,Centres (various),2000,City Optical ,Al Ain
2014,Private,MF2417,Rehabilitation Centre,Optical Shop,Centres (various),2010,Dar Opticals - Branch,Al Ain
2014,Private,MF708,Rehabilitation Centre,Optical Shop,Centres (various),1997,Yateem Optician - Branch,Al Ain
2014,Private,MF4066,Rehabilitation Centre,Optical Shop,Centres (various),2014,Yateem Optician- Branch 17,Al Dhafrah
2014,Public,MF3634,Rehabilitation Centre,Rehabilitation Center for Special Needs,Centres (various),2014,Ghayathi Care And Rehabilitation Centre For People With Special Needs,Al Dhafrah
2014,Public,MF3839,Rehabilitation Centre,Rehabilitation Center for Special Needs,Centres (various),2014,Al Sela' Care And Rehabilitation Centre For People With Special Needs,Al Dhafrah
2014,Private,MF1282,Rehabilitation Centre,Optical Shop,Centres (various),2002,Al Ihlam Opticals,Al Dhafrah
2014,Private,PF1003,Drug Store,Not Defined,Drug Store,1996,Emirates Medical Supplies,Abu Dhabi
2014,Public,PF1653,Drug Store,Not Defined,Drug Store,2011,Sheikh Khalifa Medical City Drug Store,Abu Dhabi
2014,Private,PF1136,Drug Store,Not Defined,Drug Store,2004,Asia Pharmacy Drug  Store,Abu Dhabi
2014,Public,PF1617,Drug Store,Not Defined,Drug Store,2014,Darwish Medical Store,Abu Dhabi
2014,Private,PF1074,Drug Store,Not Defined,Drug Store,1995,Dupharm Store,Abu Dhabi
2014,Private,PF1077,Drug Store,Not Defined,Drug Store,1998,Pharmalines  Medical Stores,Abu Dhabi
2014,Private,PF1123,Drug Store,Not Defined,Drug Store,2003,Trans Emirates Hospital Supplies Store,Abu Dhabi
2014,Private,PF1760,Drug Store,Not Defined,Drug Store,2012,Lichy Pharmaceutical & Medical Supplies ,Abu Dhabi
2014,Public,PF1708,Drug Store,Not Defined,Drug Store,2013,Mafraq Hospital Drug Store,Abu Dhabi
2014,Private,PF1052,Drug Store,Not Defined,Drug Store,2003,Atlas Medical,Abu Dhabi
2014,Private,PF1062,Drug Store,Not Defined,Drug Store,2002,Al Abraj Medical Services Company ,Abu Dhabi
2014,Private,PF1117,Drug Store,Not Defined,Drug Store,2003,Al Maria Medical Store,Abu Dhabi
2014,Private,PF1106,Drug Store,Not Defined,Drug Store,2001,Al Amir Medical Equipment & Supplies,Abu Dhabi
2014,Private,PF1063,Drug Store,Not Defined,Drug Store,1992,Al Saada Medical Stores & Supplies ,Abu Dhabi
2014,Private,PF1122,Drug Store,Not Defined,Drug Store,2003,Ultra Medical Stores (Ultramed),Abu Dhabi
2014,Private,PF1559,Drug Store,Not Defined,Drug Store,2009,Remedex Medicines & Medical Equipment,Abu Dhabi
2014,Private,PF2577,Drug Store,Not Defined,Drug Store,2013,Oxygen Medical Equipment And Midicines Store,Abu Dhabi
2014,Private,PF2530,Drug Store,Not Defined,Drug Store,2012,Grand Medical Company ,Abu Dhabi
2014,Private,PF1493,Drug Store,Not Defined,Drug Store,2008,Cure Medical Supplies,Abu Dhabi
2014,Private,PF1053,Drug Store,Not Defined,Drug Store,1990,Arabian Ethicals Company - Abu Dhabi,Abu Dhabi
2014,Private,PF1001,Drug Store,Not Defined,Drug Store,1986,Bin Saqar Al Mufeed Pharmaceuticals Establishment,Abu Dhabi
2014,Private,PF1703,Drug Store,Not Defined,Drug Store,2011,World Energy Group,Abu Dhabi
2014,Private,PF1026,Drug Store,Not Defined,Drug Store,1997,Al Razi Pharmaceuticals Company ,Abu Dhabi
2014,Private,PF1021,Drug Store,Not Defined,Drug Store,1988,International Pharmacy Drug Store,Abu Dhabi
2014,Private,PF1100,Drug Store,Not Defined,Drug Store,2000,Pan Medical Company - Pan Med,Abu Dhabi
2014,Private,PF1055,Drug Store,Not Defined,Drug Store,1990,Pharmaworld Store,Abu Dhabi
2014,Public,PF1654,Drug Store,Not Defined,Drug Store,2011,Sheikh Khalifa Medicll City Drug Store - Musaffah Branch,Abu Dhabi
2014,Private,PF1093,Drug Store,Not Defined,Drug Store,1998,Al Mazroui Medical & Chemical Supplies Warehouse,Abu Dhabi
2014,Private,PF1028,Drug Store,Not Defined,Drug Store,1982,Modern Pharmaceutical Company,Abu Dhabi
2014,Private,PF1679,Drug Store,Not Defined,Drug Store,2011,Triangle Medical Trading,Abu Dhabi
2014,Private,PF1668,Drug Store,Not Defined,Drug Store,2011,Ahmed Khalil Al Baker Medical Supplies - Abudhabi Branch,Abu Dhabi
2014,Private,PF1513,Drug Store,Not Defined,Drug Store,2008,Life Line Drug Store,Abu Dhabi
2014,Private,PF1037,Drug Store,Not Defined,Drug Store,2001,Pharmatrade,Abu Dhabi
2014,Private,PF2503,Drug Store,Not Defined,Drug Store,2013,Medicine Shoppe Drug Store ,Abu Dhabi
2014,Private,PF1680,Drug Store,Not Defined,Drug Store,2011,Lotus Medicines Drug Store,Abu Dhabi
2014,Private,PF1013,Drug Store,Not Defined,Drug Store,1979,Gi Gi Medical Store,Abu Dhabi
2014,Private,PF1009,Drug Store,Not Defined,Drug Store,1989,Al Baker Trading Estalishment,Abu Dhabi
2014,Private,PF1141,Drug Store,Not Defined,Drug Store,2005,Experts Drug Store,Abu Dhabi
2014,Private,PF1046,Drug Store,Not Defined,Drug Store,1986,Al Hayat Pharmaceuticals,Abu Dhabi
2014,Private,PF1054,Drug Store,Not Defined,Drug Store,1989,Al Noor Store,Abu Dhabi
2014,Private,PF1643,Drug Store,Not Defined,Drug Store,2011,Alwahda Medical Stores,Abu Dhabi
2014,Private,PF1145,Drug Store,Not Defined,Drug Store,2005,Advanced International  Medical Store,Abu Dhabi
2014,Private,PF1058,Drug Store,Not Defined,Drug Store,1991,Alphamed Co- Abu Dhabi,Abu Dhabi
2014,Private,PF1089,Drug Store,Not Defined,Drug Store,1998,Amreet Trading Company,Abu Dhabi
2014,Private,PF1071,Drug Store,Not Defined,Drug Store,1994,Dawn Medical Store,Abu Dhabi
2014,Private,PF1068,Drug Store,Not Defined,Drug Store,1993,Pearl Pharmaceuticals ,Abu Dhabi
2014,Private,PF1665,Drug Store,Not Defined,Drug Store,2012,New Country Healthcare ,Abu Dhabi
2014,Private,PF1050,Drug Store,Not Defined,Drug Store,1998,Julphar Drug Store,Abu Dhabi
2014,Private,PF1032,Drug Store,Not Defined,Drug Store,1990,City Medical Store,Abu Dhabi
2014,Private,PF1043,Drug Store,Not Defined,Drug Store,1985,Delta Medical Establishment,Abu Dhabi
2014,Public,PF1687,Drug Store,Not Defined,Drug Store,2013,Al Rahba Hospital Drug Store,Abu Dhabi
2014,Private,PF1092,Drug Store,Not Defined,Drug Store,2004,Al Amry Medical Supplies  Establishment,Abu Dhabi
2014,Private,PF1041,Drug Store,Not Defined,Drug Store,1993,Metropolitan Medical Marketing ,Abu Dhabi
2014,Private,PF1115,Drug Store,Not Defined,Drug Store,2002,Quadri Pharmaceuticals Store,Abu Dhabi
2014,Private,PF1140,Drug Store,Not Defined,Drug Store,2005,Al Inma Drug Store & Medical Equipments,Abu Dhabi
2014,Private,PF1004,Drug Store,Not Defined,Drug Store,1999,Al Ittihad Pharmacy Company - Branch,Abu Dhabi
2014,Private,PF1423,Drug Store,Not Defined,Drug Store,1999,Gulf Drug Establishment Store,Abu Dhabi
2014,Private,PF1464,Drug Store,Not Defined,Drug Store,2007,Propharma Medical Supplies,Abu Dhabi
2014,Private,PF1076,Drug Store,Not Defined,Drug Store,1995,Abu Dhabi Medicines & Medical Equipment Store,Abu Dhabi
2014,Private,PF1019,Drug Store,Not Defined,Drug Store,1981,New Medical Centre Trading ,Abu Dhabi
2014,Private,PF1662,Drug Store,Not Defined,Drug Store,2011,Ibn Al Beetar Trading Co- Abu Dhabi Branch,Abu Dhabi
2014,Private,PF1438,Drug Store,Not Defined,Drug Store,2007,Abu Dhabi International Medical Services,Abu Dhabi
2014,Private,PF1069,Drug Store,Not Defined,Drug Store,1998,Pharmalink Store,Abu Dhabi
2014,Private,PF1626,Drug Store,Not Defined,Drug Store,2010,Horizon Line Medical Supplies,Al Ain
2014,Private,PF1621,Drug Store,Not Defined,Drug Store,2009,Al Ain Medical Store ,Al Ain
2014,Private,PF1596,Drug Store,Not Defined,Drug Store,2011,New Medical Centre Trading - Branch 3,Al Ain
2014,Public,PF1733,Drug Store,Not Defined,Drug Store,2012,Tawam Hospital Warehouse Drug Store,Al Ain
2014,Private,PF1477,Drug Store,Not Defined,Drug Store,2008,Alraaya Drug Store,Al Ain
2014,Private,PF1083,Drug Store,Not Defined,Drug Store,1997,City Drug Store,Al Ain
2014,Public,PF1604,Drug Store,Not Defined,Drug Store,2009,Drug Store - Alain Hospital,Al Ain
2014,Private,PF1491,Drug Store,Not Defined,Drug Store,2008,Biotech Pharma Services,Al Ain
2014,Public,PF1741,Drug Store,Not Defined,Drug Store,2013,Al Gharbia Hospitals Central Medicine Store,Al Dhafrah
2015,Private,MF640,Clinic,Specialized Medical Clinic,Clinic,2000,The British Clinic,Abu Dhabi
2015,Private,MF1939,Clinic,General Dental Clinic,Clinic,2006,Dental Design Clinic,Abu Dhabi
2015,Private,MF193,Clinic,General Dental Clinic,Clinic,1978,British Dental Medical Clinic,Abu Dhabi
2015,Private,MF2162,Clinic,School Clinic,Clinic,2009,Canadian International Private School Clinic,Abu Dhabi
2015,Private,MF1197,Clinic,General Medical Clinic,Clinic,2001,Al Saada Medical Clinic,Abu Dhabi
2015,Private,MF2401,Clinic,School Clinic,Clinic,2011,Al Bahiya Private School - Clinic,Abu Dhabi
2015,Public,MF2578,Clinic,General Medical Clinic,Clinic,2010,Sheikh Khalifa Energy Clinic - Adnoc,Abu Dhabi
2015,Public,MF1963,Clinic,General Medical Clinic,Clinic,2007,Sas Al Nakhl Clinic,Abu Dhabi
2015,Private,MF2302,Clinic,School Clinic,Clinic,2012,Shaikh Khalifa Bin Zayed Bangladesh Islamia Private School Clinic - ,Abu Dhabi
2015,Private,MF2192,Clinic,School Clinic,Clinic,2009,Al Ekhlass Private School Clinic,Abu Dhabi
2015,Private,MF2287,Clinic,School Clinic,Clinic,2012,Good Will Children Private School Clinic,Abu Dhabi
2015,Private,MF279,Clinic,General Dental Clinic,Clinic,1982,Dr. Ibrahim Al Dajani Clinic,Abu Dhabi
2015,Private,MF641,Clinic,Specialized Medical Clinic,Clinic,1979,Al Salama Clinic,Abu Dhabi
2015,Public,MF2566,Clinic,School Clinic,Clinic,2010,Glenelg School Clinic Abu Dhabi -Girls,Abu Dhabi
2015,Private,MF3315,Clinic,General Dental Clinic,Clinic,2014,Al Daleel Dental Clinic,Abu Dhabi
2015,Private,MF2156,Clinic,School Clinic,Clinic,2008,Al Ittihad National Private School Clinic,Abu Dhabi
2015,Private,MF2232,Clinic,School Clinic,Clinic,2009,Al Shahab Private School Clinic,Abu Dhabi
2015,Private,MF220,Clinic,General Dental Clinic,Clinic,1986,Abu Dhabi Dental Clinic,Abu Dhabi
2015,Private,MF3546,Clinic,Specialized Medical Clinic,Clinic,2014,Lumiere Skin Clinic Centre .,Abu Dhabi
2015,Private,MF3675,Clinic,First Aid Post,Clinic,2013,Ferrari World Clinic,Abu Dhabi
2015,Private,MF3688,Clinic,General Medical Clinic,Clinic,2013,Dar Al Shifaa Medical Clinic ,Abu Dhabi
2015,Private,MF3776,Clinic,School Clinic,Clinic,2014,Cranleigh School Abu Dhabi Clinic,Abu Dhabi
2015,Private,MF3759,Clinic,General Medical Clinic,Clinic,2013,Al Rayyan Medical Centre Branch 1,Abu Dhabi
2015,Private,MF3924,Clinic,School Clinic,Clinic,2015,Belvedere British School Clinic ,Abu Dhabi
2015,Private,MF3939,Clinic,General Dental Clinic,Clinic,2015,Dubai Smile Dental Clinic  - Branch 1,Abu Dhabi
2015,Public,MF4082,Clinic,General Medical Clinic,Clinic,2015,Petrofac Emirates . Clinic Uz750 Project North Island - Zadco,Abu Dhabi
2015,Private,MF1504,Clinic,General Medical Clinic,Clinic,2003,Sarhad Medical Clinic,Abu Dhabi
2015,Private,MF2211,Clinic,School Clinic,Clinic,2010,Islamiya English Private School Clinic,Abu Dhabi
2015,Private,MF257,Clinic,General Medical Clinic,Clinic,1985,Ghanim Medical Clinic,Abu Dhabi
2015,Private,MF2136,Clinic,School Clinic,Clinic,2010,Emirates Private School Clinic- Bani Yas Br,Abu Dhabi
2015,Private,MF238,Clinic,General Medical Clinic,Clinic,1986,Dr. Faiz Haddad Clinic,Abu Dhabi
2015,Private,MF266,Clinic,Specialized Medical Clinic,Clinic,1994,Dr Gupta Medical Clinic,Abu Dhabi
2015,Public,MF2334,Clinic,General Medical Clinic,Clinic,2008,Dabbayia Clinic,Abu Dhabi
2015,Public,MF2292,Clinic,General Medical Clinic,Clinic,2010,Arzanah Clinic,Abu Dhabi
2015,Private,MF2344,Clinic,School Clinic,Clinic,2010,American International School In Abu Dhabi Clinic,Abu Dhabi
2015,Private,MF2511,Clinic,School Clinic,Clinic,2010,Al Muna Primary School  Clinic,Abu Dhabi
2015,Private,MF1176,Clinic,General Dental Clinic,Clinic,2003,Al Dhafra Dental Specialised Clinic,Abu Dhabi
2015,Private,MF28,Clinic,General Medical Clinic,Clinic,1985,Ailabouny Medical Clinic,Abu Dhabi
2015,Private,MF2604,Clinic,General Medical Clinic,Clinic,2015,Al Jaber Est. Medical Clinic Mafraq Branch,Abu Dhabi
2015,Private,MF2327,Clinic,General Dental Clinic,Clinic,2009,Dr. Chawky Haddad Dental Clinic,Abu Dhabi
2015,Public,MF2581,Clinic,General Medical Clinic,Clinic,2010,Adnoc Petroleum Insstitute Clinic,Abu Dhabi
2015,Private,MF3211,Clinic,School Clinic,Clinic,2014,Al Sorouh American School Clinic,Abu Dhabi
2015,Private,MF2187,Clinic,School Clinic,Clinic,2008,St Joseph  Private  School Clinic,Abu Dhabi
2015,Private,MF1981,Clinic,School Clinic,Clinic,2007,Lycee Louis Massignon School Clinic,Abu Dhabi
2015,Private,MF1988,Clinic,School Clinic,Clinic,2010,Al Manara Private School Clinic,Abu Dhabi
2015,Private,MF3507,Clinic,School Clinic,Clinic,2013,Emirates National Private School Clinic - Branch  ,Abu Dhabi
2015,Private,MF3898,Clinic,School Clinic,Clinic,2015,Summit International Schools Clinic .,Abu Dhabi
2015,Private,MF3922,Clinic,School Clinic,Clinic,2014,Bright Riders School . Clinic,Abu Dhabi
2015,Private,MF3987,Clinic,General Medical Clinic,Clinic,2014,Amrita Medical Centre - Branch 1,Abu Dhabi
2015,Private,MF3993,Clinic,School Clinic,Clinic,2015,Diyafah International School  Clinic,Abu Dhabi
2015,Private,MF4101,Clinic,General Medical Clinic,Clinic,2014,Health & Life Medical Centre - Branch 3,Abu Dhabi
2015,Private,MF4102,Clinic,General Medical Clinic,Clinic,2015,Health & Life Medical Centre - Branch 4,Abu Dhabi
2015,Public,MF4142,Clinic,First Aid Post,Clinic,2015,National Ambulance First Aid Post - Airport Three,Abu Dhabi
2015,Public,MF4182,Clinic,General Medical Clinic,Clinic,2015,Central Island Clinic,Abu Dhabi
2015,Private,MF4342,Clinic,School Clinic,Clinic,2015,Mayoor Private School Clinic,Abu Dhabi
2015,Private,MF4430,Clinic,School Clinic,Clinic,2015,Ryan International School Limited Clinic,Abu Dhabi
2015,Private,MF1940,Clinic,Specialized Medical Clinic,Clinic,2006,Russian Eye Clinic,Abu Dhabi
2015,Public,MF2478,Clinic,First Aid Post,Clinic,2012,Petroleum Servicse Company-Esnaad- P J S Clinic,Abu Dhabi
2015,Private,MF335,Clinic,General Medical Clinic,Clinic,1980,Mariam Medical Clinic,Abu Dhabi
2015,Private,MF2190,Clinic,School Clinic,Clinic,2008,International Community Private School Clinic,Abu Dhabi
2015,Public,MF1972,Clinic,General Medical Clinic,Clinic,2007,Abu Dhabi Aircraft Technologies Clinic,Abu Dhabi
2015,Private,MF2248,Clinic,School Clinic,Clinic,2010,Gems American Academy Abu Dhabi Private School Clinic,Abu Dhabi
2015,Private,MF2178,Clinic,School Clinic,Clinic,2008,Emirates Private School Clinic,Abu Dhabi
2015,Private,MF2395,Clinic,School Clinic,Clinic,2011,Elite Private School Clinic,Abu Dhabi
2015,Private,MF947,Clinic,Specialized Medical Clinic,Clinic,2003,Dr. Mohi Hadi Al Khayyat Medical Clinic,Abu Dhabi
2015,Private,MF369,Clinic,General Medical Clinic,Clinic,1984,Dr. Munzer Al Shanti Clinic,Abu Dhabi
2015,Private,MF1983,Clinic,School Clinic,Clinic,2008,Crescent International School Clinic,Abu Dhabi
2015,Private,MF2400,Clinic,School Clinic,Clinic,2015,Bait Al Muqaddes Int. Private School - Clinic,Abu Dhabi
2015,Private,MF2397,Clinic,School Clinic,Clinic,2010,Baniyas International Private School Clinic,Abu Dhabi
2015,Private,MF1242,Clinic,Specialized Medical Clinic,Clinic,2001,Bashira Specialised Medical Clinic,Abu Dhabi
2015,Private,MF2159,Clinic,School Clinic,Clinic,2008,Albashair Private School Clinic,Abu Dhabi
2015,Public,MF2448,Clinic,School Clinic,Clinic,2009,Al Wathba Private School Clinic,Abu Dhabi
2015,Private,MF2366,Clinic,General Dental Clinic,Clinic,2009,Al Areej Dental Clinic,Abu Dhabi
2015,Private,MF2930,Clinic,Specialized Medical Clinic,Clinic,2010,Kaya Skin Care Clinic -  2,Abu Dhabi
2015,Private,MF2212,Clinic,School Clinic,Clinic,2007,Raha International School Clinic,Abu Dhabi
2015,Private,MF2134,Clinic,School Clinic,Clinic,2008,Emirates National School,Abu Dhabi
2015,Private,MF1845,Clinic,General Medical Clinic,Clinic,2005,Dr. Moopens Medical Poly Clinic ,Abu Dhabi
2015,Private,MF2234,Clinic,School Clinic,Clinic,2013,Dar Al Uloom Private School - Baniyas Clinic,Abu Dhabi
2015,Private,MF1847,Clinic,General Dental Clinic,Clinic,2005,Al Kinan Dental Medical Clinic,Abu Dhabi
2015,Public,MF1166,Clinic,General Medical Clinic,Clinic,2001,Abu Dhabi Marine Operating Company Clinic ,Abu Dhabi
2015,Private,MF3017,Clinic,Specialized Medical Clinic,Clinic,2010,Kaya Skin Care Clinic-  3,Abu Dhabi
2015,Private,MF3325,Clinic,School Clinic,Clinic,2015,United Private School Clinic-Branch1,Abu Dhabi
2015,Private,MF2285,Clinic,School Clinic,Clinic,2015,Ryan Private School Clinic,Abu Dhabi
2015,Private,MF159,Clinic,Specialized Medical Clinic,Clinic,1993,Dr. Allissar Khoury Clinic,Abu Dhabi
2015,Private,MF2405,Clinic,Specialized Medical Clinic,Clinic,2010,Amana Specialised Clinic,Abu Dhabi
2015,Private,MF2235,Clinic,School Clinic,Clinic,2013,Emirates Future International Academy Private School Clinic,Abu Dhabi
2015,Private,MF2281,Clinic,School Clinic,Clinic,2010,Australian Private School Of Abu Dhabi Clinic,Abu Dhabi
2015,Private,MF2244,Clinic,School Clinic,Clinic,2015,Al Yasat Private School Clinic,Abu Dhabi
2015,Private,MF1299,Clinic,Specialized Medical Clinic,Clinic,2002,Al Halfi Peadiatric Surgery Consultancy Clinic,Abu Dhabi
2015,Private,MF2280,Clinic,School Clinic,Clinic,2010,International School Of Choueifat (Abu Dhabi) Clinic,Abu Dhabi
2015,Private,MF1572,Clinic,General Medical Clinic,Clinic,2004,Alkarama Medical Clinic,Abu Dhabi
2015,Private,MF3751,Clinic,Specialized Medical Clinic,Clinic,2014,Fetal Medicine And Genetic Centre .,Abu Dhabi
2015,Private,MF3680,Clinic,General Medical Clinic,Clinic,2013,Al Noor Hospital Clinics - Emirates Palace Hotel,Abu Dhabi
2015,Private,MF3781,Clinic,General Medical Clinic,Clinic,2014,Apollo Medical Centre -Branch 2,Abu Dhabi
2015,Private,MF3809,Clinic,General Dental Clinic,Clinic,2014,Hala Dental Clinic ,Abu Dhabi
2015,Private,MF3961,Clinic,Specialized Medical Clinic,Clinic,2015,Doctor Sherif Mattar Specialised Centre .,Abu Dhabi
2015,Public,MF4113,Clinic,First Aid Post,Clinic,2014,National Marine Dredging Company Clinic,Abu Dhabi
2015,Public,MF4168,Clinic,General Medical Clinic,Clinic,2014,Airport Clinic-1,Abu Dhabi
2015,Private,MF4273,Clinic,General Medical Clinic,Clinic,2015,Tav Tepe Akfen Investment Construction & Operations Medical Clinic - Abu Dhabi Branch,Abu Dhabi
2015,Private,MF4195,Clinic,School Clinic,Clinic,2015,Shining Star International School Clinic ,Abu Dhabi
2015,Private,MF4011,Clinic,Specialized Medical Clinic,Clinic,2015,Neuron Psychological Care Centre L. L. C.,Abu Dhabi
2015,Private,MF4611,Clinic,School Clinic,Clinic,2015,Scholars American International School Clinic,Abu Dhabi
