Year,Sector,Facility Region,Facility Type Group,Facility Reporting Name,National Expatriate,Inpatient Outpatient,ER,Episodes Count
2016,Private,Al Dhafrah,Centres (various),Al Noor Speciality Clinics - Almirfa -,National,Outpatient,Non ER,4651
2016,Private,Al Dhafrah,Centres (various),Alnoor Speciality Clinics- Madinet Zayed,Expatriate,Outpatient,Non ER,27349
2016,Private,Al Dhafrah,Centres (various),Alnoor Speciality Clinics- Madinet Zayed,N/A,Outpatient,Non ER,2891
2016,Private,Al Dhafrah,Centres (various),Alnoor Speciality Clinics- Madinet Zayed,National,Outpatient,Non ER,12974
2016,Private,Al Dhafrah,Clinics,International Mechanical & Electrical Company - Clinic,N/A,Outpatient,Non ER,Null
2016,Private,Al Dhafrah,Clinics,Wazirustan Clinic,Expatriate,Outpatient,Non ER,3696
2016,Private,Al Dhafrah,Clinics,Wazirustan Clinic,N/A,Outpatient,Non ER,550
2016,Private,Al Dhafrah,Clinics,Wazirustan Clinic,National,Outpatient,Non ER,2909
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Blood Bank,N/A,Outpatient,Non ER,4584
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi City Dental Centre,Expatriate,Outpatient,Non ER,4489
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi City Dental Centre,N/A,Outpatient,Non ER,153
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi City Dental Centre,National,Outpatient,Non ER,23759
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Knee And Sports Medicine Centre,Expatriate,Inpatient,Non ER,285
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Knee And Sports Medicine Centre,Expatriate,Outpatient,Non ER,5344
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Knee And Sports Medicine Centre,N/A,Outpatient,Non ER,213
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Knee And Sports Medicine Centre,National,Outpatient,Non ER,7910
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Medical Centre For People With Special Needs,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Mobile Blood Donor Unit 1,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Abu Dhabi Mobile Blood Donor Unit 2,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Adco Medical Centre,Expatriate,Outpatient,Non ER,13816
2016,Public,Abu Dhabi,Centres (various),Adco Medical Centre,N/A,Outpatient,Non ER,1428
2016,Public,Abu Dhabi,Centres (various),Adco Medical Centre,National,Outpatient,Non ER,6208
2016,Public,Abu Dhabi,Centres (various),Adnoc Medical Centre,Expatriate,Outpatient,Non ER,11333
2016,Public,Abu Dhabi,Centres (various),Adnoc Medical Centre,N/A,Outpatient,Non ER,1987
2016,Public,Abu Dhabi,Centres (various),Adnoc Medical Centre,National,Outpatient,Non ER,13302
2016,Public,Abu Dhabi,Centres (various),Adnoc Schools Medical Centre-Sas Al Nakhl,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Al Bateen,Expatriate,Outpatient,Non ER,16579
2016,Public,Abu Dhabi,Centres (various),Al Bateen,N/A,Outpatient,Non ER,1250
2016,Public,Abu Dhabi,Centres (various),Al Bateen,National,Outpatient,Non ER,55401
2016,Public,Abu Dhabi,Centres (various),Al Cornice Ivf Centre,Expatriate,Outpatient,Non ER,420
2016,Public,Abu Dhabi,Centres (various),Al Cornice Ivf Centre,N/A,Outpatient,Non ER,24
2016,Public,Abu Dhabi,Centres (various),Al Cornice Ivf Centre,National,Outpatient,Non ER,1902
2016,Public,Abu Dhabi,Centres (various),Al Cornice Ivf Centre,National,Outpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Al Corniche Women'S Health Centre,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Al Ettihad Urgent Care,Expatriate,Outpatient,Non ER,5950
2016,Public,Abu Dhabi,Centres (various),Al Ettihad Urgent Care,N/A,Outpatient,Non ER,465
2016,Public,Abu Dhabi,Centres (various),Al Ettihad Urgent Care,National,Outpatient,Non ER,6499
2016,Public,Abu Dhabi,Centres (various),Al Falah Healthcare Centre,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Al Khaleej,Expatriate,Outpatient,Non ER,786
2016,Public,Abu Dhabi,Centres (various),Al Khaleej,N/A,Outpatient,Non ER,53
2016,Public,Abu Dhabi,Centres (various),Al Khaleej,National,Outpatient,Non ER,39742
2016,Public,Abu Dhabi,Centres (various),Al Khalidiya Urgent Care,Expatriate,Inpatient,ER,5
2016,Public,Abu Dhabi,Centres (various),Al Khalidiya Urgent Care,Expatriate,Outpatient,Non ER,13043
2016,Public,Abu Dhabi,Centres (various),Al Khalidiya Urgent Care,N/A,Outpatient,Non ER,1304
2016,Public,Abu Dhabi,Centres (various),Al Khalidiya Urgent Care,National,Inpatient,Non ER,5
2016,Public,Abu Dhabi,Centres (various),Al Khalidiya Urgent Care,National,Inpatient,ER,3
2016,Public,Abu Dhabi,Centres (various),Al Khalidiya Urgent Care,National,Outpatient,Non ER,19044
2016,Public,Abu Dhabi,Centres (various),Al Khalidiya Urgent Care,National,Outpatient,ER,5
2016,Public,Abu Dhabi,Centres (various),Al Khatim,Expatriate,Outpatient,Non ER,7304
2016,Public,Abu Dhabi,Centres (various),Al Khatim,N/A,Outpatient,Non ER,806
2016,Public,Abu Dhabi,Centres (various),Al Khatim,National,Outpatient,Non ER,11939
2016,Public,Abu Dhabi,Centres (various),Al Madina Urgent Care,Expatriate,Outpatient,Non ER,459
2016,Public,Abu Dhabi,Centres (various),Al Madina Urgent Care,N/A,Outpatient,Non ER,11
2016,Public,Abu Dhabi,Centres (various),Al Madina Urgent Care,National,Outpatient,Non ER,15611
2016,Public,Abu Dhabi,Centres (various),Al Mafraq Dental Centre,Expatriate,Outpatient,Non ER,6316
2016,Public,Abu Dhabi,Centres (various),Al Mafraq Dental Centre,N/A,Outpatient,Non ER,162
2016,Public,Abu Dhabi,Centres (various),Al Mafraq Dental Centre,National,Outpatient,Non ER,33094
2016,Public,Abu Dhabi,Centres (various),Al Mushrif Children'S Specialty Centre,Expatriate,Outpatient,Non ER,4592
2016,Public,Abu Dhabi,Centres (various),Al Mushrif Children'S Specialty Centre,N/A,Outpatient,Non ER,285
2016,Public,Abu Dhabi,Centres (various),Al Mushrif Children'S Specialty Centre,National,Outpatient,Non ER,22621
2016,Public,Abu Dhabi,Centres (various),Al Nahda,Expatriate,Outpatient,Non ER,6023
2016,Public,Abu Dhabi,Centres (various),Al Nahda,N/A,Outpatient,Non ER,342
2016,Public,Abu Dhabi,Centres (various),Al Nahda,National,Outpatient,Non ER,29112
2016,Public,Abu Dhabi,Centres (various),Al Rowda,Expatriate,Outpatient,Non ER,17335
2016,Public,Abu Dhabi,Centres (various),Al Rowda,Expatriate,Outpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Al Rowda,N/A,Outpatient,Non ER,1412
2016,Public,Abu Dhabi,Centres (various),Al Rowda,N/A,Outpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Al Rowda,National,Outpatient,Non ER,35721
2016,Public,Abu Dhabi,Centres (various),Al Rowda,National,Outpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Al Ruwais Medical Centre,Expatriate,Outpatient,Non ER,9712
2016,Public,Abu Dhabi,Centres (various),Al Ruwais Medical Centre,N/A,Outpatient,Non ER,1937
2016,Public,Abu Dhabi,Centres (various),Al Ruwais Medical Centre,National,Outpatient,Non ER,2542
2016,Public,Abu Dhabi,Centres (various),Al Ruwais Medical Centre,National,Outpatient,ER,2
2016,Public,Abu Dhabi,Centres (various),Al Shamkha Healthcare Centre,Expatriate,Outpatient,Non ER,20848
2016,Public,Abu Dhabi,Centres (various),Al Shamkha Healthcare Centre,Expatriate,Outpatient,ER,3
2016,Public,Abu Dhabi,Centres (various),Al Shamkha Healthcare Centre,N/A,Outpatient,Non ER,1081
2016,Public,Abu Dhabi,Centres (various),Al Shamkha Healthcare Centre,National,Outpatient,Non ER,79108
2016,Public,Abu Dhabi,Centres (various),Al Shamkha Healthcare Centre,National,Outpatient,ER,10
2016,Public,Abu Dhabi,Centres (various),Al Zafarana,Expatriate,Outpatient,Non ER,8239
2016,Public,Abu Dhabi,Centres (various),Al Zafarana,N/A,Outpatient,Non ER,225
2016,Public,Abu Dhabi,Centres (various),Al Zafarana,National,Outpatient,Non ER,82280
2016,Public,Abu Dhabi,Centres (various),Al Zafarana,National,Outpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Al Zafra Dental Centre,Expatriate,Outpatient,Non ER,2942
2016,Public,Abu Dhabi,Centres (various),Al Zafra Dental Centre,N/A,Outpatient,Non ER,98
2016,Public,Abu Dhabi,Centres (various),Al Zafra Dental Centre,National,Outpatient,Non ER,21111
2016,Public,Abu Dhabi,Centres (various),Bain Al Jesrain,Expatriate,Outpatient,Non ER,16037
2016,Public,Abu Dhabi,Centres (various),Bain Al Jesrain,N/A,Outpatient,Non ER,960
2016,Public,Abu Dhabi,Centres (various),Bain Al Jesrain,National,Inpatient,Non ER,1
2016,Public,Abu Dhabi,Centres (various),Bain Al Jesrain,National,Outpatient,Non ER,88997
2016,Public,Abu Dhabi,Centres (various),Bain Al Jesrain,National,Outpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Baniyas,Expatriate,Outpatient,Non ER,31682
2016,Public,Abu Dhabi,Centres (various),Baniyas,Expatriate,Outpatient,ER,3
2016,Public,Abu Dhabi,Centres (various),Baniyas,N/A,Outpatient,Non ER,2058
2016,Public,Abu Dhabi,Centres (various),Baniyas,National,Inpatient,Non ER,1
2016,Public,Abu Dhabi,Centres (various),Baniyas,National,Inpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Baniyas,National,Outpatient,Non ER,95834
2016,Public,Abu Dhabi,Centres (various),Baniyas,National,Outpatient,ER,13
2016,Public,Abu Dhabi,Centres (various),Bida Al Oshanah Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Capital Medical Centre For Health Screening,N/A,Outpatient,Non ER,18338
2016,Public,Abu Dhabi,Centres (various),Capital Medical Centre For Health Screening Mobile Unit No.1,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Capital Medical Centre For Health Screening Mobile Unit No.2,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Capital Medical Centre For Health Screening Mobile Unit No.3,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Correction & Prisons Clinic / Alwathba,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Correction&Prisons Adm Clinic /Alsader,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Disease Prevention & Screening Centre-Al Marfa,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Disease Prevention And Screening Centre,Expatriate,Outpatient,Non ER,201
2016,Public,Abu Dhabi,Centres (various),Disease Prevention And Screening Centre,N/A,Outpatient,Non ER,5
2016,Public,Abu Dhabi,Centres (various),Disease Prevention And Screening Centre,National,Outpatient,Non ER,10570
2016,Public,Abu Dhabi,Centres (various),Disease Prevention And Screening Centre-Al Shahama,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Disease Prevention And Screening Centre-Mussafah,N/A,Outpatient,Non ER,20630
2016,Public,Abu Dhabi,Centres (various),Etihad Airways Polyclinic,Expatriate,Outpatient,Non ER,29944
2016,Public,Abu Dhabi,Centres (various),Etihad Airways Polyclinic,N/A,Outpatient,Non ER,699
2016,Public,Abu Dhabi,Centres (various),Etihad Airways Polyclinic,National,Outpatient,Non ER,1447
2016,Public,Abu Dhabi,Centres (various),Etihad Visa Screening Centre,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),"Fertility Centre, Assisted Reproductive Techiques & Genetic Diagnosis",Expatriate,Outpatient,Non ER,203
2016,Public,Abu Dhabi,Centres (various),"Fertility Centre, Assisted Reproductive Techiques & Genetic Diagnosis",N/A,Outpatient,Non ER,8
2016,Public,Abu Dhabi,Centres (various),"Fertility Centre, Assisted Reproductive Techiques & Genetic Diagnosis",National,Outpatient,Non ER,1412
2016,Public,Abu Dhabi,Centres (various),Imperial College London Diabetes Centre,Expatriate,Outpatient,Non ER,30135
2016,Public,Abu Dhabi,Centres (various),Imperial College London Diabetes Centre,N/A,Outpatient,Non ER,2168
2016,Public,Abu Dhabi,Centres (various),Imperial College London Diabetes Centre,National,Outpatient,Non ER,174242
2016,Public,Abu Dhabi,Centres (various),Journ Yafour Healthcare Centre,N/A,Outpatient,Non ER,4584
2016,Public,Abu Dhabi,Centres (various),Khalifa A,Expatriate,Outpatient,Non ER,27135
2016,Public,Abu Dhabi,Centres (various),Khalifa A,N/A,Outpatient,Non ER,1703
2016,Public,Abu Dhabi,Centres (various),Khalifa A,National,Outpatient,Non ER,107279
2016,Public,Abu Dhabi,Centres (various),Khalifa A,National,Outpatient,ER,7
2016,Public,Abu Dhabi,Centres (various),Madinat Mohamed Bin Zayed Healthcare Centre,Expatriate,Outpatient,Non ER,18750
2016,Public,Abu Dhabi,Centres (various),Madinat Mohamed Bin Zayed Healthcare Centre,N/A,Outpatient,Non ER,1221
2016,Public,Abu Dhabi,Centres (various),Madinat Mohamed Bin Zayed Healthcare Centre,National,Outpatient,Non ER,83792
2016,Public,Abu Dhabi,Centres (various),Madinat Mohamed Bin Zayed Healthcare Centre,National,Outpatient,ER,3
2016,Public,Abu Dhabi,Centres (various),Mafraq Dialysis Centre,Expatriate,Outpatient,Non ER,3976
2016,Public,Abu Dhabi,Centres (various),Mafraq Dialysis Centre,N/A,Outpatient,Non ER,66
2016,Public,Abu Dhabi,Centres (various),Mafraq Dialysis Centre,National,Outpatient,Non ER,48961
2016,Public,Abu Dhabi,Centres (various),Medical Services Administration Of Abu Dhabi Police Ghq,Expatriate,Outpatient,Non ER,58196
2016,Public,Abu Dhabi,Centres (various),Medical Services Administration Of Abu Dhabi Police Ghq,N/A,Outpatient,Non ER,1863
2016,Public,Abu Dhabi,Centres (various),Medical Services Administration Of Abu Dhabi Police Ghq,National,Outpatient,Non ER,59908
2016,Public,Abu Dhabi,Centres (various),National Petroleum Construction Company Medical Centre,Expatriate,Outpatient,Non ER,23056
2016,Public,Abu Dhabi,Centres (various),National Petroleum Construction Company Medical Centre,Expatriate,Outpatient,ER,2
2016,Public,Abu Dhabi,Centres (various),National Petroleum Construction Company Medical Centre,N/A,Outpatient,Non ER,2339
2016,Public,Abu Dhabi,Centres (various),National Petroleum Construction Company Medical Centre,National,Outpatient,Non ER,277
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,Expatriate,Inpatient,Non ER,4
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,Expatriate,Inpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,Expatriate,Outpatient,Non ER,6793
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,Expatriate,Outpatient,ER,2
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,N/A,Outpatient,Non ER,569
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,National,Inpatient,Non ER,5
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,National,Outpatient,Non ER,5184
2016,Public,Abu Dhabi,Centres (various),National Reference Laboratory,National,Outpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),National Rehabilitation Centre,N/A,Outpatient,Non ER,27507
2016,Public,Abu Dhabi,Centres (various),Nd 16 Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Nd 34 Mobile Health Unit,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Police College Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),Samha,Expatriate,Outpatient,Non ER,8711
2016,Public,Abu Dhabi,Centres (various),Samha,N/A,Outpatient,Non ER,789
2016,Public,Abu Dhabi,Centres (various),Samha,National,Outpatient,Non ER,41520
2016,Public,Abu Dhabi,Centres (various),Samha,National,Outpatient,ER,2
2016,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Al Mafraq,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Sheikh Khalifa Medical City,Expatriate,Outpatient,Non ER,3342
2016,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Sheikh Khalifa Medical City,N/A,Outpatient,Non ER,143
2016,Public,Abu Dhabi,Centres (various),SEHA Dialysis Services – Sheikh Khalifa Medical City,National,Outpatient,Non ER,32066
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 1,Expatriate,Outpatient,Non ER,1143
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 1,N/A,Outpatient,Non ER,18
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 1,National,Outpatient,Non ER,51361
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 2,Expatriate,Outpatient,Non ER,488
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 2,N/A,Outpatient,Non ER,4
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 2,National,Outpatient,Non ER,23652
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 3,Expatriate,Outpatient,Non ER,42
2016,Public,Abu Dhabi,Centres (various),SEHA Mobile Clinic 3,National,Outpatient,Non ER,4739
2016,Public,Abu Dhabi,Centres (various),Shahama,Expatriate,Inpatient,ER,2
2016,Public,Abu Dhabi,Centres (various),Shahama,Expatriate,Outpatient,Non ER,21792
2016,Public,Abu Dhabi,Centres (various),Shahama,N/A,Outpatient,Non ER,1501
2016,Public,Abu Dhabi,Centres (various),Shahama,National,Inpatient,ER,1
2016,Public,Abu Dhabi,Centres (various),Shahama,National,Outpatient,Non ER,83671
2016,Public,Abu Dhabi,Centres (various),Shahama,National,Outpatient,ER,6
2016,Public,Abu Dhabi,Centres (various),Sheikh Khalifa Medical City Dialysis Centre,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Centres (various),The Specialist Diabetes Treatment & Research Centre ( Imperial College London Diabetes Centre ) -Branch 2,Expatriate,Outpatient,Non ER,3532
2016,Public,Abu Dhabi,Centres (various),The Specialist Diabetes Treatment & Research Centre ( Imperial College London Diabetes Centre ) -Branch 2,N/A,Outpatient,Non ER,267
2016,Public,Abu Dhabi,Centres (various),The Specialist Diabetes Treatment & Research Centre ( Imperial College London Diabetes Centre ) -Branch 2,National,Outpatient,Non ER,19123
2016,Public,Abu Dhabi,Centres (various),Zakum Development Zadco Medical Centre,N/A,Outpatient,Non ER,9169
2016,Public,Abu Dhabi,Centres (various),Zirku Medical Centre,Expatriate,Outpatient,Non ER,9169
2016,Public,Abu Dhabi,Clinics,Abu Dhabi Investment Authority Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Abu Dhabi Marine Operating Company Clinic,Expatriate,Outpatient,Non ER,36385
2016,Public,Abu Dhabi,Clinics,Abu Dhabi Marine Operating Company Clinic,N/A,Outpatient,Non ER,5945
2016,Public,Abu Dhabi,Clinics,Abu Dhabi Marine Operating Company Clinic,National,Outpatient,Non ER,3514
2016,Public,Abu Dhabi,Clinics,Adnoc Hq Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Adnoc Petroleum Insstitute Clinic,Expatriate,Outpatient,Non ER,28
2016,Public,Abu Dhabi,Clinics,Adnoc Petroleum Insstitute Clinic,National,Outpatient,Non ER,701
2016,Public,Abu Dhabi,Clinics,Adnoc Schools Clinic-Sas Al Nakhl-Boys,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Adnoc Schools Clinic-Sas Al Nakhl-Girls,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Adnoc Technicial Instituite Clinic,Expatriate,Outpatient,Non ER,375
2016,Public,Abu Dhabi,Clinics,Adnoc Technicial Instituite Clinic,N/A,Outpatient,Non ER,9
2016,Public,Abu Dhabi,Clinics,Adnoc Technicial Instituite Clinic,National,Outpatient,Non ER,3759
2016,Public,Abu Dhabi,Clinics,Airport Clinic-1,N/A,Outpatient,Non ER,11461
2016,Public,Abu Dhabi,Clinics,Aisha Bint Abi Baker School Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Al Afaaq School Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Al Asala School Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Al Mafraque Juvenile Centre Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Al Oula Kg Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Albateen Scientefic Private School Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Aldhabiynea Private School Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Arzanah Clinic,N/A,Outpatient,Non ER,4584
2016,Public,Abu Dhabi,Clinics,Central Island Clinic,N/A,Outpatient,Non ER,2292
2016,Public,Abu Dhabi,Clinics,Dabbayia Clinic,Expatriate,Outpatient,Non ER,1235
2016,Public,Abu Dhabi,Clinics,Dabbayia Clinic,N/A,Outpatient,Non ER,221
2016,Public,Abu Dhabi,Clinics,Dabbayia Clinic,National,Outpatient,Non ER,469
2016,Public,Abu Dhabi,Clinics,Emirates Aluminum Company Limited P J S Clinic Manage By Al Noor Medical Company-Al Noor,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Emirates College For Advanced Education / Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Emirates Steel Industries,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,National Ambulance First Aid Post-Airport Three,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,National Marine Dredging Company Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,North Island Clinic,N/A,Outpatient,Non ER,2292
2016,Public,Abu Dhabi,Clinics,Petrofac Emirates Clinic -Project Uz750 Zadco,N/A,Outpatient,Non ER,2292
2016,Public,Abu Dhabi,Clinics,Petrofac Emirates Clinic Uz750 Project North Island-Zadco,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Petrofac Emirates Clinic Uz750 Project South Island-Zadco,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Petrofac Emirates Clinic Uz750 Project West Island-Zadco,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Petrofac Emirates First Aid Post-Icad Office,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Petroleum Servicse Company-Esnaad-P J S Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Rosewood Hotel Abu Dhabi Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Sas Al Nakhl Clinic,Expatriate,Outpatient,Non ER,1135
2016,Public,Abu Dhabi,Clinics,Sas Al Nakhl Clinic,N/A,Outpatient,Non ER,250
2016,Public,Abu Dhabi,Clinics,Sas Al Nakhl Clinic,National,Outpatient,Non ER,1600
2016,Public,Abu Dhabi,Clinics,Sheikh Khalifa Energy Clinic - Adnoc,Expatriate,Outpatient,Non ER,290
2016,Public,Abu Dhabi,Clinics,Sheikh Khalifa Energy Clinic - Adnoc,N/A,Outpatient,Non ER,58
2016,Public,Abu Dhabi,Clinics,Sheikh Khalifa Energy Clinic - Adnoc,National,Outpatient,Non ER,1122
2016,Public,Abu Dhabi,Clinics,South Island Clinic,N/A,Outpatient,Non ER,2292
2016,Public,Abu Dhabi,Clinics,Suwaihan Medical Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Clinics,Umm Al Dakh Clinic,N/A,Outpatient,Non ER,2292
2016,Public,Abu Dhabi,Clinics,Upper Zakum Clinic,N/A,Outpatient,Non ER,2292
2016,Public,Abu Dhabi,Clinics,Vocational Education Development Centre Clinic,Expatriate,Outpatient,Non ER,4
2016,Public,Abu Dhabi,Clinics,Vocational Education Development Centre Clinic,National,Outpatient,Non ER,1817
2016,Public,Abu Dhabi,Clinics,West Island Clinic,N/A,Outpatient,Non ER,4584
2016,Public,Abu Dhabi,Clinics,Zayed Al Thani School Clinic,N/A,Outpatient,Non ER,Null
2016,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Inpatient,Non ER,2827
2016,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Inpatient,ER,2442
2016,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Outpatient,Non ER,30163
2016,Public,Abu Dhabi,Hospitals,Al Corniche,Expatriate,Outpatient,ER,5373
2016,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Inpatient,Non ER,502
2016,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Inpatient,ER,161
2016,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Outpatient,Non ER,2040
2016,Public,Abu Dhabi,Hospitals,Al Corniche,N/A,Outpatient,ER,383
2016,Public,Abu Dhabi,Hospitals,Al Corniche,National,Inpatient,Non ER,6777
2016,Public,Abu Dhabi,Hospitals,Al Corniche,National,Inpatient,ER,4759
2016,Public,Abu Dhabi,Hospitals,Al Corniche,National,Outpatient,Non ER,62289
2016,Public,Abu Dhabi,Hospitals,Al Corniche,National,Outpatient,ER,9502
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,Expatriate,Inpatient,Non ER,318
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,Expatriate,Inpatient,ER,326
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,Expatriate,Outpatient,Non ER,35340
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,Expatriate,Outpatient,ER,8106
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,N/A,Inpatient,Non ER,17
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,N/A,Inpatient,ER,40
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,N/A,Outpatient,Non ER,2095
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,N/A,Outpatient,ER,447
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,National,Inpatient,Non ER,2109
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,National,Inpatient,ER,1811
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,National,Outpatient,Non ER,159068
2016,Public,Abu Dhabi,Hospitals,Cleveland Clinic Abu Dhabi,National,Outpatient,ER,26373
2016,Public,Abu Dhabi,Hospitals,Healthpoint,Expatriate,Inpatient,Non ER,583
2016,Public,Abu Dhabi,Hospitals,Healthpoint,Expatriate,Inpatient,ER,3
2016,Public,Abu Dhabi,Hospitals,Healthpoint,Expatriate,Outpatient,Non ER,40421
2016,Public,Abu Dhabi,Hospitals,Healthpoint,Expatriate,Outpatient,ER,2
2016,Public,Abu Dhabi,Hospitals,Healthpoint,N/A,Inpatient,Non ER,56
2016,Public,Abu Dhabi,Hospitals,Healthpoint,N/A,Outpatient,Non ER,3049
2016,Public,Abu Dhabi,Hospitals,Healthpoint,National,Inpatient,Non ER,2009
