Year,Nationality,Gender,Age Group,Cancer site,Count
2015,Expatriate,Female,45-49,"Brain, nervous system",1
2015,Expatriate,Female,50-54,Stomach,1
2015,Expatriate,Female,50-54,Ovary,1
2015,Expatriate,Female,50-54,Other Cancer,2
2015,Expatriate,Female,50-54,Colorectum,2
2015,Expatriate,Female,50-54,Cervix uteri,1
2015,Expatriate,Female,50-54,Breast,5
2015,Expatriate,Female,55-59,"Trachea, bronchus and lung",1
2015,Expatriate,Female,55-59,Stomach,1
2015,Expatriate,Female,55-59,Pancreas,1
2015,Expatriate,Female,55-59,Ovary,1
2015,Expatriate,Female,55-59,Other Cancer,1
2015,Expatriate,Female,55-59,Melanoma of skin,1
2015,Expatriate,Female,55-59,Liver and intrahepatic bile ducts,1
2015,Expatriate,Female,55-59,Leukaemia,1
2015,Expatriate,Female,55-59,Gallbladder and extrahepatic ducts,1
2015,Expatriate,Female,55-59,Colorectum,3
2015,Expatriate,Female,55-59,Cervix uteri,1
2015,Expatriate,Female,55-59,Breast,5
2015,Expatriate,Female,60-64,"Trachea, bronchus and lung",2
2015,Expatriate,Female,60-64,Stomach,1
2015,Expatriate,Female,60-64,Pancreas,2
2015,Expatriate,Female,60-64,Ovary,2
2015,Expatriate,Female,60-64,Other Cancer,2
2015,Expatriate,Female,60-64,Colorectum,3
2015,Expatriate,Female,60-64,Cervix uteri,1
2015,Expatriate,Female,60-64,Breast,4
2015,Expatriate,Female,60-64,Bladder,1
2015,Expatriate,Female,65-69,Thyroid,1
2015,Expatriate,Female,65-69,Pancreas,1
2015,Expatriate,Female,65-69,Multiple myeloma,1
2015,Expatriate,Female,65-69,Leukaemia,2
2015,Expatriate,Female,65-69,Breast,6
2015,Expatriate,Female,70-74,Thyroid,1
2015,Expatriate,Female,70-74,Ovary,1
2015,Expatriate,Female,70-74,Lymphoma,1
2015,Expatriate,Female,70-74,Leukaemia,1
2015,Expatriate,Female,70-74,Colorectum,1
2015,Expatriate,Female,70-74,Cervix uteri,1
2015,Expatriate,Female,70-74,Breast,5
2015,Expatriate,Female,70-74,Bladder,1
2015,Expatriate,Female,75-79,Stomach,1
2015,Expatriate,Female,75-79,Ovary,1
2015,Expatriate,Female,75-79,Other Cancer,1
2015,Expatriate,Female,75-79,Liver and intrahepatic bile ducts,1
2015,Expatriate,Female,75-79,Gallbladder and extrahepatic ducts,1
2015,Expatriate,Female,75-79,Breast,1
2015,Expatriate,Female,80-84,Stomach,1
2015,Expatriate,Female,80-84,Ovary,2
2015,Expatriate,Female,80-84,Liver and intrahepatic bile ducts,2
2015,Expatriate,Female,80-84,Corpus uteri,1
2015,Expatriate,Female,85+,"Trachea, bronchus and lung",2
2015,Expatriate,Male,0-4,"Kidney, renal pelvis and ureter",1
2015,Expatriate,Male,0-4,"Brain, nervous system",1
2015,Expatriate,Male,5-9,Leukaemia,1
2015,Expatriate,Male,10-14,Lymphoma,1
2015,Expatriate,Male,15-19,Other Cancer,1
2015,Expatriate,Male,15-19,Melanoma of skin,1
2015,Expatriate,Male,15-19,Leukaemia,2
2015,Expatriate,Male,20-24,Other pharynx,1
2015,Expatriate,Male,20-24,Lymphoma,1
2015,Expatriate,Male,25-29,"Trachea, bronchus and lung",1
2015,Expatriate,Male,35-39,Stomach,1
2015,Expatriate,Male,35-39,Multiple myeloma,1
2015,Expatriate,Male,35-39,Colorectum,1
2015,Expatriate,Male,35-39,"Brain, nervous system",1
2015,Expatriate,Male,40-44,Other pharynx,1
2015,Expatriate,Male,40-44,Other Cancer,1
2015,Expatriate,Male,40-44,Liver and intrahepatic bile ducts,1
2015,Expatriate,Male,40-44,Leukaemia,1
2015,Expatriate,Male,40-44,Larynx,1
2015,Expatriate,Male,40-44,Colorectum,2
2015,Expatriate,Male,40-44,"Brain, nervous system",2
2015,Expatriate,Male,45-49,"Trachea, bronchus and lung",3
2015,Expatriate,Male,45-49,Other Cancer,2
2015,Expatriate,Male,45-49,Liver and intrahepatic bile ducts,2
2015,Expatriate,Male,45-49,Gallbladder and extrahepatic ducts,1
2015,Expatriate,Male,45-49,Colorectum,4
2015,Expatriate,Male,45-49,"Brain, nervous system",1
2015,Expatriate,Male,50-54,"Trachea, bronchus and lung",5
2015,Expatriate,Male,50-54,Stomach,1
2015,Expatriate,Male,50-54,Pancreas,1
2015,Expatriate,Male,50-54,Other Cancer,1
2015,Expatriate,Male,50-54,Lymphoma,1
2015,Expatriate,Male,50-54,Leukaemia,1
2015,Expatriate,Male,50-54,Colorectum,1
2015,Expatriate,Male,50-54,Bladder,1
2015,Expatriate,Male,55-59,"Trachea, bronchus and lung",5
2015,Expatriate,Male,55-59,Stomach,1
2015,Expatriate,Male,55-59,Prostate,1
2015,Expatriate,Male,55-59,Pancreas,2
2015,Expatriate,Male,55-59,Other Cancer,1
2015,Expatriate,Male,55-59,Nasopharynx,1
2015,Expatriate,Male,55-59,Lymphoma,1
2015,Expatriate,Male,55-59,Liver and intrahepatic bile ducts,2
2015,Expatriate,Male,55-59,"Kidney, renal pelvis and ureter",1
2015,Expatriate,Male,55-59,Gallbladder and extrahepatic ducts,1
2015,Expatriate,Male,55-59,Colorectum,3
2015,Expatriate,Male,60-64,"Trachea, bronchus and lung",7
2015,Expatriate,Male,60-64,Prostate,1
2015,Expatriate,Male,60-64,Pancreas,2
2015,Expatriate,Male,60-64,Other Cancer,1
2015,Expatriate,Male,60-64,Lymphoma,1
2015,Expatriate,Male,60-64,Liver and intrahepatic bile ducts,2
2015,Expatriate,Male,60-64,Leukaemia,3
2015,Expatriate,Male,60-64,"Kidney, renal pelvis and ureter",1
2015,Expatriate,Male,60-64,Gallbladder and extrahepatic ducts,1
2015,Expatriate,Male,60-64,Colorectum,3
2015,Expatriate,Male,60-64,"Brain, nervous system",2
2015,Expatriate,Male,60-64,Bladder,1
2015,Expatriate,Male,65-69,"Trachea, bronchus and lung",5
2015,Expatriate,Male,65-69,Stomach,3
2015,Expatriate,Male,65-69,Prostate,1
2015,Expatriate,Male,65-69,Pancreas,2
2015,Expatriate,Male,65-69,Other Cancer,1
2015,Expatriate,Male,65-69,Lymphoma,1
2015,Expatriate,Male,65-69,Liver and intrahepatic bile ducts,3
2015,Expatriate,Male,65-69,"Lip, oral cavity",1
2015,Expatriate,Male,65-69,Leukaemia,1
2015,Expatriate,Male,65-69,Colorectum,4
2015,Expatriate,Male,70-74,"Trachea, bronchus and lung",2
2015,Expatriate,Male,70-74,Stomach,2
2015,Expatriate,Male,70-74,Prostate,1
2015,Expatriate,Male,70-74,Pancreas,4
2015,Expatriate,Male,70-74,Lymphoma,1
2015,Expatriate,Male,70-74,Liver and intrahepatic bile ducts,4
2015,Expatriate,Male,70-74,Leukaemia,1
2015,Expatriate,Male,70-74,"Kidney, renal pelvis and ureter",1
2015,Expatriate,Male,75-79,"Trachea, bronchus and lung",4
2015,Expatriate,Male,75-79,Stomach,1
2015,Expatriate,Male,75-79,Pancreas,1
2015,Expatriate,Male,75-79,Liver and intrahepatic bile ducts,1
2015,Expatriate,Male,75-79,Colorectum,2
2015,Expatriate,Male,80-84,"Trachea, bronchus and lung",2
2015,Expatriate,Male,80-84,Pancreas,1
2015,Expatriate,Male,80-84,Other Cancer,1
2015,Expatriate,Male,80-84,Non-melanoma skin cancer,1
2015,Expatriate,Male,80-84,Lymphoma,1
2015,Expatriate,Male,80-84,Leukaemia,1
2015,Expatriate,Male,85+,"Trachea, bronchus and lung",1
2015,Expatriate,Male,85+,Prostate,1
2015,Expatriate,Male,85+,Other pharynx,1
2015,Expatriate,Male,85+,"Kidney, renal pelvis and ureter",1
2015,Expatriate,Male,85+,"Brain, nervous system",1
2015,National,Female,0-4,"Brain, nervous system",1
2015,National,Female,20-24,Other Cancer,1
2015,National,Female,25-29,"Trachea, bronchus and lung",1
2015,National,Female,30-34,Leukaemia,1
2015,National,Female,30-34,Breast,1
2015,National,Female,35-39,Breast,1
2015,National,Female,40-44,Colorectum,1
2015,National,Female,40-44,Breast,1
2015,National,Female,45-49,Melanoma of skin,1
2015,National,Female,45-49,Leukaemia,1
2015,National,Female,45-49,"Kidney, renal pelvis and ureter",1
2015,National,Female,45-49,Colorectum,2
2015,National,Female,45-49,Cervix uteri,1
2015,National,Female,45-49,Breast,5
2015,National,Female,50-54,Thyroid,1
2015,National,Female,50-54,Ovary,1
2015,National,Female,50-54,Colorectum,1
2015,National,Female,50-54,Breast,1
2015,National,Female,55-59,Other Cancer,1
2015,National,Female,55-59,Lymphoma,1
2015,National,Female,55-59,Cervix uteri,1
2015,National,Female,55-59,Breast,2
2015,National,Female,60-64,Colorectum,3
2015,National,Female,60-64,Breast,1
2015,National,Female,65-69,"Trachea, bronchus and lung",1
2015,National,Female,65-69,Multiple myeloma,1
2015,National,Female,65-69,Breast,1
2015,National,Female,70-74,"Trachea, bronchus and lung",1
2015,National,Female,70-74,Thyroid,1
2015,National,Female,70-74,Other Cancer,2
2015,National,Female,70-74,Gallbladder and extrahepatic ducts,1
2015,National,Female,70-74,Cervix uteri,1
2015,National,Female,70-74,Breast,2
2015,National,Female,75-79,"Trachea, bronchus and lung",2
2015,National,Female,75-79,Ovary,1
2015,National,Female,75-79,Leukaemia,2
2015,National,Female,75-79,Colorectum,1
2015,National,Female,75-79,Breast,2
2015,National,Female,80-84,Ovary,1
2015,National,Female,80-84,Multiple myeloma,1
2015,National,Female,80-84,Lymphoma,1
2015,National,Female,80-84,Liver and intrahepatic bile ducts,2
2015,National,Female,80-84,Gallbladder and extrahepatic ducts,1
2015,National,Female,80-84,Colorectum,1
2015,National,Female,85+,Ovary,1
2015,National,Female,85+,Leukaemia,1
2015,National,Female,85+,Breast,1
2015,National,Female,85+,Bladder,1
2015,National,Male,0-4,Leukaemia,1
2015,National,Male,15-19,Leukaemia,1
2015,National,Male,20-24,Stomach,1
2015,National,Male,20-24,Leukaemia,2
2015,National,Male,20-24,"Brain, nervous system",1
2015,National,Male,25-29,Liver and intrahepatic bile ducts,1
2015,National,Male,25-29,Leukaemia,1
2015,National,Male,30-34,"Lip, oral cavity",1
2015,National,Male,30-34,Leukaemia,1
2015,National,Male,40-44,"Lip, oral cavity",1
2015,National,Male,40-44,"Brain, nervous system",1
2015,National,Male,45-49,Lymphoma,1
2015,National,Male,45-49,Liver and intrahepatic bile ducts,1
2015,National,Male,45-49,Leukaemia,1
2015,National,Male,45-49,"Brain, nervous system",1
2015,National,Male,50-54,"Trachea, bronchus and lung",1
2015,National,Male,50-54,Prostate,1
2015,National,Male,50-54,Liver and intrahepatic bile ducts,1
2015,National,Male,50-54,Colorectum,1
2015,National,Male,50-54,Bladder,1
2015,National,Male,55-59,"Trachea, bronchus and lung",1
2015,National,Male,55-59,Colorectum,1
2015,National,Male,55-59,"Brain, nervous system",1
2015,National,Male,60-64,"Trachea, bronchus and lung",1
2015,National,Male,60-64,Stomach,1
2015,National,Male,60-64,Other pharynx,1
2015,National,Male,60-64,Leukaemia,1
2015,National,Male,65-69,"Trachea, bronchus and lung",4
2015,National,Male,65-69,Prostate,1
2015,National,Male,65-69,Pancreas,2
2015,National,Male,65-69,Oesophagus,1
2015,National,Male,65-69,Lymphoma,1
2015,National,Male,65-69,Liver and intrahepatic bile ducts,1
2015,National,Male,65-69,Leukaemia,1
2015,National,Male,65-69,Bladder,1
2015,National,Male,70-74,"Trachea, bronchus and lung",3
2015,National,Male,70-74,Thyroid,2
2015,National,Male,70-74,Stomach,1
2015,National,Male,70-74,Prostate,2
2015,National,Male,70-74,Pancreas,1
2015,National,Male,70-74,Other pharynx,1
2015,National,Male,70-74,Multiple myeloma,1
2015,National,Male,70-74,Liver and intrahepatic bile ducts,3
2015,National,Male,70-74,"Lip, oral cavity",1
2015,National,Male,70-74,Leukaemia,1
2015,National,Male,70-74,Gallbladder and extrahepatic ducts,1
2015,National,Male,70-74,Colorectum,4
2015,National,Male,75-79,"Trachea, bronchus and lung",3
2015,National,Male,75-79,Stomach,1
2015,National,Male,75-79,Pancreas,2
2015,National,Male,75-79,Oesophagus,1
2015,National,Male,75-79,Nasopharynx,1
2015,National,Male,75-79,Multiple myeloma,1
2015,National,Male,75-79,Leukaemia,1
2015,National,Male,75-79,Bladder,1
2015,National,Male,80-84,"Trachea, bronchus and lung",1
2015,National,Male,80-84,Stomach,1
2015,National,Male,80-84,Prostate,1
2015,National,Male,80-84,Multiple myeloma,1
2015,National,Male,80-84,Lymphoma,4
2015,National,Male,80-84,Leukaemia,1
2015,National,Male,80-84,Gallbladder and extrahepatic ducts,1
2015,National,Male,80-84,Colorectum,2
2015,National,Male,85+,Stomach,1
2015,National,Male,85+,Other Cancer,1
2015,National,Male,85+,Liver and intrahepatic bile ducts,2
2015,National,Male,85+,Colorectum,1
2016,Expatriate,Female,0-4,Liver And Intrahepatic Bile Ducts,1
2016,Expatriate,Female,5-9,Lymphoid Leukaemia,1
2016,Expatriate,Female,20-24,Myeloid Leukaemia,1
2016,Expatriate,Female,30-34,Ovary,1
2016,Expatriate,Female,30-34,"Other And Ill-Defined Sites In The Lip, Oral Cavity And Pharynx",1
2016,Expatriate,Female,35-39,Stomach,1
2016,Expatriate,Female,35-39,Pancreas,1
2016,Expatriate,Female,35-39,Leukaemia Of Unspecified Cell Type,1
2016,Expatriate,Female,35-39,Colon,3
2016,Expatriate,Female,35-39,Breast,2
2016,Expatriate,Female,40-44,Pancreas,1
2016,Expatriate,Female,40-44,Cervix Uteri,1
2016,Expatriate,Female,40-44,Breast,1
2016,Expatriate,Female,40-44,Brain,2
2016,Expatriate,Female,45-49,Meninges,1
2016,Expatriate,Female,45-49,Corpus Uteri,1
2016,Expatriate,Female,45-49,Colon,1
2016,Expatriate,Female,45-49,Cervix Uteri,3
2016,Expatriate,Female,45-49,Breast,6
2016,Expatriate,Female,45-49,Bone And Articular Cartilage Of Other And Unspecified Sites,1
2016,Expatriate,Female,50-54,Stomach,1
2016,Expatriate,Female,50-54,Pancreas,1
2016,Expatriate,Female,50-54,Other And Unspecified Parts Of Biliary Tract,1
2016,Expatriate,Female,50-54,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2016,Expatriate,Female,50-54,Liver And Intrahepatic Bile Ducts,1
2016,Expatriate,Female,50-54,Colon,1
2016,Expatriate,Female,50-54,Breast,7
2016,Expatriate,Female,50-54,Brain,2
2016,Expatriate,Female,55-59,"Uterus, Part Unspecified",1
2016,Expatriate,Female,55-59,Thyroid Gland,1
2016,Expatriate,Female,55-59,Stomach,1
2016,Expatriate,Female,55-59,Piriform Sinus,1
2016,Expatriate,Female,55-59,Pancreas,1
2016,Expatriate,Female,55-59,Ovary,2
2016,Expatriate,Female,55-59,"Other And Ill-Defined Sites In The Lip, Oral Cavity And Pharynx",1
2016,Expatriate,Female,55-59,Corpus Uteri,1
2016,Expatriate,Female,55-59,Colon,1
2016,Expatriate,Female,55-59,Cervix Uteri,1
2016,Expatriate,Female,55-59,Bronchus And Lung,1
2016,Expatriate,Female,55-59,Breast,3
2016,Expatriate,Female,60-64,Stomach,1
2016,Expatriate,Female,60-64,Pancreas,1
2016,Expatriate,Female,60-64,Ovary,1
2016,Expatriate,Female,60-64,Other Connective And Soft Tissue,1
2016,Expatriate,Female,60-64,Liver And Intrahepatic Bile Ducts,2
2016,Expatriate,Female,60-64,Leukaemia Of Unspecified Cell Type,1
2016,Expatriate,Female,60-64,Cervix Uteri,1
2016,Expatriate,Female,60-64,Breast,5
2016,Expatriate,Female,65-69,Stomach,1
2016,Expatriate,Female,65-69,Pancreas,2
2016,Expatriate,Female,65-69,Ovary,2
2016,Expatriate,Female,65-69,Oesophagus,1
2016,Expatriate,Female,65-69,Liver And Intrahepatic Bile Ducts,2
2016,Expatriate,Female,65-69,Hodgkin'S Disease,1
2016,Expatriate,Female,65-69,Gallbladder,1
2016,Expatriate,Female,65-69,Colon,1
2016,Expatriate,Female,65-69,Cervix Uteri,2
2016,Expatriate,Female,65-69,Breast,4
2016,Expatriate,Female,70-74,"Uterus, Part Unspecified",1
2016,Expatriate,Female,70-74,Ureter,1
2016,Expatriate,Female,70-74,Secondary Other Sites,1
2016,Expatriate,Female,70-74,Ovary,1
2016,Expatriate,Female,70-74,Other Connective And Soft Tissue,1
2016,Expatriate,Female,70-74,Other And Unspecified Types Of Non-Hodgkin'S Lymphoma,1
2016,Expatriate,Female,70-74,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2016,Expatriate,Female,70-74,Cervix Uteri,1
2016,Expatriate,Female,70-74,Breast,2
2016,Expatriate,Female,75-79,Thyroid Gland,1
2016,Expatriate,Female,75-79,"Spinal Cord, Cranial Nerves And Other Parts Of Central Nervous System",1
2016,Expatriate,Female,75-79,Pancreas,1
2016,Expatriate,Female,75-79,Oesophagus,1
2016,Expatriate,Female,75-79,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2016,Expatriate,Female,75-79,Liver And Intrahepatic Bile Ducts,2
2016,Expatriate,Female,75-79,Diffuse Non-Hodgkin'S Lymphoma,1
2016,Expatriate,Female,75-79,Bronchus And Lung,2
2016,Expatriate,Female,75-79,Breast,2
2016,Expatriate,Female,75-79,Bladder,1
2016,Expatriate,Female,80-84,"Uterus, Part Unspecified",1
2016,Expatriate,Female,80-84,Pancreas,1
2016,Expatriate,Female,80-84,Lymphoid Leukaemia,1
2016,Expatriate,Female,80-84,Liver And Intrahepatic Bile Ducts,1
2016,Expatriate,Female,80-84,Leukaemia Of Unspecified Cell Type,1
2016,Expatriate,Female,80-84,Bronchus And Lung,2
2016,Expatriate,Female,80-84,Bone And Articular Cartilage Of Other And Unspecified Sites,1
2016,Expatriate,Female,85+,Secondary Respiratory And Digestive Organs,1
2016,Expatriate,Female,85+,Rectum,1
2016,Expatriate,Female,85+,Ovary,1
2016,Expatriate,Female,85+,Breast,2
2016,Expatriate,Male,0-4,Myeloid Leukaemia,1
2016,Expatriate,Male,5-9,Myeloid Leukaemia,1
2016,Expatriate,Male,5-9,Lymphoid Leukaemia,1
2016,Expatriate,Male,5-9,Leukaemia Of Unspecified Cell Type,1
2016,Expatriate,Male,10-14,Other Connective And Soft Tissue,1
2016,Expatriate,Male,10-14,Diffuse Non-Hodgkin'S Lymphoma,1
2016,Expatriate,Male,15-19,Brain,1
2016,Expatriate,Male,20-24,Lymphoid Leukaemia,1
2016,Expatriate,Male,20-24,Leukaemia Of Unspecified Cell Type,1
2016,Expatriate,Male,20-24,Bone And Articular Cartilage Of Other And Unspecified Sites,1
2016,Expatriate,Male,25-29,Liver And Intrahepatic Bile Ducts,1
2016,Expatriate,Male,30-34,Rectum,1
2016,Expatriate,Male,30-34,Pancreas,1
2016,Expatriate,Male,30-34,Myeloid Leukaemia,1
2016,Expatriate,Male,30-34,Leukaemia Of Unspecified Cell Type,4
2016,Expatriate,Male,30-34,Brain,1
2016,Expatriate,Male,35-39,Stomach,2
2016,Expatriate,Male,35-39,Other And Unspecified Parts Of Mouth,1
2016,Expatriate,Male,35-39,Liver And Intrahepatic Bile Ducts,2
2016,Expatriate,Male,35-39,Hodgkin'S Disease,1
2016,Expatriate,Male,35-39,Diffuse Non-Hodgkin'S Lymphoma,1
2016,Expatriate,Male,35-39,Brain,1
2016,Expatriate,Male,40-44,Stomach,1
2016,Expatriate,Male,40-44,Rectum,1
2016,Expatriate,Male,40-44,Lymphoid Leukaemia,1
2016,Expatriate,Male,40-44,Diffuse Non-Hodgkin'S Lymphoma,1
2016,Expatriate,Male,40-44,Colon,1
2016,Expatriate,Male,40-44,Brain,2
2016,Expatriate,Male,45-49,Pancreas,1
2016,Expatriate,Male,45-49,Other Connective And Soft Tissue,1
2016,Expatriate,Male,45-49,Other And Ill-Defined Sites In The Respiratory System And Intrathoracic Organs,1
2016,Expatriate,Male,45-49,Oropharynx,1
2016,Expatriate,Male,45-49,Colon,1
2016,Expatriate,Male,45-49,Bronchus And Lung,1
2016,Expatriate,Male,45-49,Brain,2
2016,Expatriate,Male,50-54,Stomach,1
2016,Expatriate,Male,50-54,Secondary Respiratory And Digestive Organs,1
2016,Expatriate,Male,50-54,Nasopharynx,1
2016,Expatriate,Male,50-54,Malignant Melanoma Of Skin,1
2016,Expatriate,Male,50-54,Lymphoid Leukaemia,1
2016,Expatriate,Male,50-54,Colon,2
2016,Expatriate,Male,50-54,Bronchus And Lung,1
2016,Expatriate,Male,50-54,Brain,1
2016,Expatriate,Male,55-59,Thyroid Gland,1
2016,Expatriate,Male,55-59,Stomach,2
2016,Expatriate,Male,55-59,Pancreas,4
2016,Expatriate,Male,55-59,Other Connective And Soft Tissue,1
2016,Expatriate,Male,55-59,Nasopharynx,1
2016,Expatriate,Male,55-59,Myeloid Leukaemia,2
2016,Expatriate,Male,55-59,Multiple Myeloma And Malignant Plasma Cell Neoplasms,2
2016,Expatriate,Male,55-59,Lymphoid Leukaemia,1
2016,Expatriate,Male,55-59,Liver And Intrahepatic Bile Ducts,1
2016,Expatriate,Male,55-59,Leukaemia Of Unspecified Cell Type,1
2016,Expatriate,Male,55-59,Colon,1
2016,Expatriate,Male,55-59,Bronchus And Lung,3
2016,Expatriate,Male,55-59,Accessory Sinuses,1
2016,Expatriate,Male,60-64,Stomach,1
2016,Expatriate,Male,60-64,Prostate,1
2016,Expatriate,Male,60-64,Pancreas,2
2016,Expatriate,Male,60-64,Other And Unspecified Major Salivary Glands,1
2016,Expatriate,Male,60-64,Malignant Neoplasm Without Specification Of Site,1
2016,Expatriate,Male,60-64,Liver And Intrahepatic Bile Ducts,2
2016,Expatriate,Male,60-64,Colon,1
2016,Expatriate,Male,60-64,Bronchus And Lung,8
2016,Expatriate,Male,60-64,Bladder,1
2016,Expatriate,Male,65-69,Stomach,2
2016,Expatriate,Male,65-69,Renal Pelvis,1
2016,Expatriate,Male,65-69,Prostate,1
2016,Expatriate,Male,65-69,Pancreas,3
2016,Expatriate,Male,65-69,Other Leukaemias Of Specified Cell Type,1
2016,Expatriate,Male,65-69,Other And Ill-Defined Sites In The Respiratory System And Intrathoracic Organs,1
2016,Expatriate,Male,65-69,Myeloid Leukaemia,2
2016,Expatriate,Male,65-69,Multiple Myeloma And Malignant Plasma Cell Neoplasms,2
2016,Expatriate,Male,65-69,Liver And Intrahepatic Bile Ducts,2
2016,Expatriate,Male,65-69,"Heart, Mediastinum And Pleura",1
2016,Expatriate,Male,65-69,Colon,2
2016,Expatriate,Male,65-69,Bronchus And Lung,6
2016,Expatriate,Male,65-69,Brain,1
2016,Expatriate,Male,65-69,Bladder,1
2016,Expatriate,Male,70-74,Secondary Respiratory And Digestive Organs,1
2016,Expatriate,Male,70-74,Rectosigmoid Junction,1
2016,Expatriate,Male,70-74,Prostate,3
2016,Expatriate,Male,70-74,Pancreas,1
2016,Expatriate,Male,70-74,Liver And Intrahepatic Bile Ducts,4
2016,Expatriate,Male,70-74,Bronchus And Lung,1
2016,Expatriate,Male,70-74,Bladder,1
2016,Expatriate,Male,75-79,Stomach,1
2016,Expatriate,Male,75-79,Pancreas,1
2016,Expatriate,Male,75-79,Other And Ill-Defined Sites,1
2016,Expatriate,Male,75-79,Multiple Myeloma And Malignant Plasma Cell Neoplasms,1
2016,Expatriate,Male,75-79,Liver And Intrahepatic Bile Ducts,1
2016,Expatriate,Male,75-79,Larynx,1
2016,Expatriate,Male,75-79,Bronchus And Lung,3
2016,Expatriate,Male,80-84,Prostate,1
2016,Expatriate,Male,80-84,Pancreas,1
2016,Expatriate,Male,80-84,Leukaemia Of Unspecified Cell Type,1
2016,Expatriate,Male,80-84,Bronchus And Lung,1
2016,Expatriate,Male,85+,Stomach,1
2016,Expatriate,Male,85+,Myeloid Leukaemia,1
2016,National,Female,0-4,Other Connective And Soft Tissue,1
2016,National,Female,10-14,Myeloid Leukaemia,1
2016,National,Female,20-24,Stomach,1
2016,National,Female,25-29,Breast,1
2016,National,Female,30-34,Stomach,1
2016,National,Female,35-39,Retroperitoneum And Peritoneum,1
2016,National,Female,35-39,Pancreas,1
2016,National,Female,35-39,Other Connective And Soft Tissue,1
2016,National,Female,35-39,"Other And Ill-Defined Sites In The Lip, Oral Cavity And Pharynx",1
2016,National,Female,35-39,Myeloid Leukaemia,1
2016,National,Female,35-39,Breast,4
2016,National,Female,40-44,Pancreas,1
2016,National,Female,40-44,Colon,1
2016,National,Female,45-49,Retroperitoneum And Peritoneum,1
2016,National,Female,45-49,Breast,1
2016,National,Female,50-54,"Uterus, Part Unspecified",1
2016,National,Female,50-54,Stomach,1
2016,National,Female,50-54,Ovary,1
2016,National,Female,50-54,Lymphoid Leukaemia,1
2016,National,Female,50-54,Liver And Intrahepatic Bile Ducts,2
2016,National,Female,50-54,Colon,1
2016,National,Female,50-54,Cervix Uteri,2
2016,National,Female,50-54,Bronchus And Lung,1
2016,National,Female,50-54,Breast,1
2016,National,Female,50-54,Brain,1
2016,National,Female,55-59,Ovary,1
2016,National,Female,55-59,Myeloid Leukaemia,1
2016,National,Female,55-59,"Kidney, Except Renal Pelvis",1
2016,National,Female,55-59,Colon,1
2016,National,Female,55-59,Breast,2
2016,National,Female,55-59,Brain,1
2016,National,Female,60-64,"Uterus, Part Unspecified",1
2016,National,Female,60-64,Pancreas,1
2016,National,Female,60-64,Lymphoid Leukaemia,1
2016,National,Female,60-64,Breast,4
2016,National,Female,65-69,Myeloid Leukaemia,1
2016,National,Female,65-69,Malignant Neoplasm Without Specification Of Site,1
2016,National,Female,65-69,Liver And Intrahepatic Bile Ducts,1
2016,National,Female,65-69,Corpus Uteri,1
2016,National,Female,65-69,Cervix Uteri,1
2016,National,Female,65-69,Breast,1
2016,National,Female,70-74,Pancreas,1
2016,National,Female,70-74,Other And Ill-Defined Digestive Organs,1
2016,National,Female,70-74,Malignant Neoplasm Without Specification Of Site,1
2016,National,Female,70-74,Lymphoid Leukaemia,1
2016,National,Female,70-74,Bronchus And Lung,1
2016,National,Female,70-74,Breast,1
2016,National,Female,70-74,Brain,1
2016,National,Female,75-79,"Uterus, Part Unspecified",1
2016,National,Female,75-79,Pancreas,1
2016,National,Female,75-79,Other And Ill-Defined Sites,1
2016,National,Female,75-79,Other And Ill-Defined Digestive Organs,1
2016,National,Female,75-79,Liver And Intrahepatic Bile Ducts,1
2016,National,Female,75-79,Colon,1
2016,National,Female,75-79,Breast,2
2016,National,Female,80-84,Liver And Intrahepatic Bile Ducts,1
2016,National,Female,80-84,Cervix Uteri,1
2016,National,Female,85+,Secondary Respiratory And Digestive Organs,1
2016,National,Female,85+,Pancreas,1
2016,National,Female,85+,Ovary,1
2016,National,Female,85+,Other And Unspecified Types Of Non-Hodgkin'S Lymphoma,1
2016,National,Female,85+,Oesophagus,1
2016,National,Female,85+,Liver And Intrahepatic Bile Ducts,1
2016,National,Female,85+,Colon,1
2016,National,Male,0-4,Lymphoid Leukaemia,1
2016,National,Male,5-9,Secondary Other Sites,1
2016,National,Male,5-9,Liver And Intrahepatic Bile Ducts,2
2016,National,Male,10-14,Myeloid Leukaemia,1
2016,National,Male,10-14,Leukaemia Of Unspecified Cell Type,1
2016,National,Male,10-14,Brain,1
2016,National,Male,20-24,Leukaemia Of Unspecified Cell Type,1
2016,National,Male,30-34,Stomach,1
2016,National,Male,35-39,Stomach,1
2016,National,Male,35-39,"Spinal Cord, Cranial Nerves And Other Parts Of Central Nervous System",1
2016,National,Male,35-39,Colon,1
2016,National,Male,40-44,Pancreas,1
2016,National,Male,40-44,Malignant Neoplasm Without Specification Of Site,1
2016,National,Male,45-49,Small Intestine,1
2016,National,Male,45-49,Bronchus And Lung,1
2016,National,Male,50-54,Pancreas,1
2016,National,Male,50-54,Liver And Intrahepatic Bile Ducts,1
2016,National,Male,50-54,Colon,1
2016,National,Male,55-59,Stomach,2
2016,National,Male,55-59,Pancreas,3
2016,National,Male,55-59,Colon,1
2016,National,Male,55-59,Bronchus And Lung,1
