Year,Age Group,Disease,Nationality,Cases
2015,25-29,Typhoid Fever,National,2
2015,25-29,Viral Hepatitis A,National,2
2015,25-29,Viral Hepatitis B,National,46
2015,25-29,Viral Hepatitis C,National,9
2015,25-29,Viral Meningitis,National,0
2015,25-29,Whooping Cough,National,0
2015,30-34,Acute Encephalitis,National,0
2015,30-34,Acute Flaccid Paralysis,National,0
2015,30-34,Brucellosis,National,1
2015,30-34,Chickenpox,National,16
2015,30-34,Corona Virus,National,0
2015,30-34,Extra Pulmonary Tuberculosis,National,4
2015,30-34,Giardia Lambia,National,1
2015,30-34,Gonorrhoea,National,14
2015,30-34,Malaria,National,0
2015,30-34,Measles,National,3
2015,30-34,Mumps,National,0
2015,30-34,Other,National,23
2015,30-34,Other Food Poisoning,National,17
2015,30-34,Other STD,National,116
2015,30-34,Other Viral Hepatitis,National,0
2015,30-34,Pulmonary Tuberculosis,National,1
2015,30-34,Rubella,National,0
2015,30-34,Scabies,National,20
2015,30-34,Scarlet  Fever,National,0
2015,30-34,Seasonal Influenza,National,53
2015,30-34,Syphilis,National,10
2015,30-34,Tetanus,National,Null
2015,30-34,Typhoid Fever,National,2
2015,30-34,Viral Hepatitis A,National,1
2015,30-34,Viral Hepatitis B,National,54
2015,30-34,Viral Hepatitis C,National,21
2015,30-34,Viral Meningitis,National,1
2015,30-34,Whooping Cough,National,0
2015,35-39,Acute Encephalitis,National,0
2015,35-39,Acute Flaccid Paralysis,National,0
2015,35-39,Brucellosis,National,1
2015,35-39,Chickenpox,National,9
2015,35-39,Corona Virus,National,2
2015,35-39,Extra Pulmonary Tuberculosis,National,0
2015,35-39,Giardia Lambia,National,0
2015,35-39,Gonorrhoea,National,2
2015,35-39,Malaria,National,0
2015,35-39,Measles,National,1
2015,35-39,Mumps,National,0
2015,35-39,Other,National,15
2015,35-39,Other Food Poisoning,National,6
2015,35-39,Other STD,National,64
2015,35-39,Other Viral Hepatitis,National,0
2015,35-39,Pulmonary Tuberculosis,National,2
2015,35-39,Rubella,National,0
2015,35-39,Scabies,National,14
2015,35-39,Scarlet  Fever,National,0
2015,35-39,Seasonal Influenza,National,51
2015,35-39,Syphilis,National,7
2015,35-39,Tetanus,National,Null
2015,35-39,Typhoid Fever,National,0
2015,35-39,Viral Hepatitis A,National,0
2015,35-39,Viral Hepatitis B,National,50
2015,35-39,Viral Hepatitis C,National,19
2015,35-39,Viral Meningitis,National,1
2015,35-39,Whooping Cough,National,0
2015,40-44,Acute Encephalitis,National,0
2015,40-44,Acute Flaccid Paralysis,National,0
2015,40-44,Brucellosis,National,0
2015,40-44,Chickenpox,National,0
2015,40-44,Corona Virus,National,0
2015,40-44,Extra Pulmonary Tuberculosis,National,1
2015,40-44,Giardia Lambia,National,1
2015,40-44,Gonorrhoea,National,1
2015,40-44,Malaria,National,0
2015,40-44,Measles,National,2
2015,40-44,Mumps,National,1
2015,40-44,Other,National,12
2015,40-44,Other Food Poisoning,National,6
2015,40-44,Other STD,National,30
2015,40-44,Other Viral Hepatitis,National,0
2015,40-44,Pulmonary Tuberculosis,National,1
2015,40-44,Rubella,National,0
2015,40-44,Scabies,National,4
2015,40-44,Scarlet  Fever,National,0
2015,40-44,Seasonal Influenza,National,25
2015,40-44,Syphilis,National,8
2015,40-44,Tetanus,National,Null
2015,40-44,Typhoid Fever,National,2
2015,40-44,Viral Hepatitis A,National,0
2015,40-44,Viral Hepatitis B,National,35
2015,40-44,Viral Hepatitis C,National,22
2015,40-44,Viral Meningitis,National,0
2015,40-44,Whooping Cough,National,0
2015,45-49,Acute Encephalitis,National,0
2015,45-49,Acute Flaccid Paralysis,National,0
2015,45-49,Brucellosis,National,2
2015,45-49,Chickenpox,National,1
2015,45-49,Corona Virus,National,2
2015,45-49,Extra Pulmonary Tuberculosis,National,1
2015,45-49,Giardia Lambia,National,2
2015,45-49,Gonorrhoea,National,1
2015,45-49,Malaria,National,1
2015,45-49,Measles,National,0
2015,45-49,Mumps,National,0
2015,45-49,Other,National,10
2015,45-49,Other Food Poisoning,National,0
2015,45-49,Other STD,National,25
2015,45-49,Other Viral Hepatitis,National,0
2015,45-49,Pulmonary Tuberculosis,National,2
2015,45-49,Rubella,National,0
2015,45-49,Scabies,National,4
2015,45-49,Scarlet  Fever,National,0
2015,45-49,Seasonal Influenza,National,23
2015,45-49,Syphilis,National,3
2015,45-49,Tetanus,National,Null
2015,45-49,Typhoid Fever,National,0
2015,45-49,Viral Hepatitis A,National,0
2015,45-49,Viral Hepatitis B,National,25
2015,45-49,Viral Hepatitis C,National,17
2015,45-49,Viral Meningitis,National,0
2015,45-49,Whooping Cough,National,0
2015,50-54,Acute Encephalitis,National,0
2015,50-54,Acute Flaccid Paralysis,National,0
2015,50-54,Brucellosis,National,0
2015,50-54,Chickenpox,National,3
2015,50-54,Corona Virus,National,1
2015,50-54,Extra Pulmonary Tuberculosis,National,1
2015,50-54,Giardia Lambia,National,0
2015,50-54,Gonorrhoea,National,0
2015,50-54,Malaria,National,0
2015,50-54,Measles,National,1
2015,50-54,Mumps,National,0
2015,50-54,Other,National,7
2015,50-54,Other Food Poisoning,National,2
2015,50-54,Other STD,National,4
2015,50-54,Other Viral Hepatitis,National,0
2015,50-54,Pulmonary Tuberculosis,National,0
2015,50-54,Rubella,National,0
2015,50-54,Scabies,National,1
2015,50-54,Scarlet  Fever,National,0
2015,50-54,Seasonal Influenza,National,14
2015,50-54,Syphilis,National,3
2015,50-54,Tetanus,National,Null
2015,50-54,Typhoid Fever,National,0
2015,50-54,Viral Hepatitis A,National,0
2015,50-54,Viral Hepatitis B,National,6
2015,50-54,Viral Hepatitis C,National,15
2015,50-54,Viral Meningitis,National,0
2015,50-54,Whooping Cough,National,0
2015,55-59,Acute Encephalitis,National,0
2015,55-59,Acute Flaccid Paralysis,National,0
2015,55-59,Brucellosis,National,2
2015,55-59,Chickenpox,National,1
2015,55-59,Corona Virus,National,1
2015,55-59,Extra Pulmonary Tuberculosis,National,0
2015,55-59,Giardia Lambia,National,1
2015,55-59,Gonorrhoea,National,1
2015,55-59,Malaria,National,0
2015,55-59,Measles,National,0
2015,55-59,Mumps,National,1
2015,55-59,Other,National,9
2015,55-59,Other Food Poisoning,National,3
2015,55-59,Other STD,National,1
2015,55-59,Other Viral Hepatitis,National,0
2015,55-59,Pulmonary Tuberculosis,National,1
2015,55-59,Rubella,National,0
2015,55-59,Scabies,National,10
2015,55-59,Scarlet  Fever,National,0
2015,55-59,Seasonal Influenza,National,14
2015,55-59,Syphilis,National,6
2015,55-59,Tetanus,National,Null
2015,55-59,Typhoid Fever,National,0
2015,55-59,Viral Hepatitis A,National,0
2015,55-59,Viral Hepatitis B,National,12
2015,55-59,Viral Hepatitis C,National,8
2015,55-59,Viral Meningitis,National,1
2015,55-59,Whooping Cough,National,0
2015,60-64,Acute Encephalitis,National,0
2015,60-64,Acute Flaccid Paralysis,National,0
2015,60-64,Brucellosis,National,0
2015,60-64,Chickenpox,National,1
2015,60-64,Corona Virus,National,1
2015,60-64,Extra Pulmonary Tuberculosis,National,0
2015,60-64,Giardia Lambia,National,0
2015,60-64,Gonorrhoea,National,0
2015,60-64,Malaria,National,0
2015,60-64,Measles,National,0
2015,60-64,Mumps,National,0
2015,60-64,Other,National,4
2015,60-64,Other Food Poisoning,National,2
2015,60-64,Other STD,National,2
2015,60-64,Other Viral Hepatitis,National,0
2015,60-64,Pulmonary Tuberculosis,National,1
2015,60-64,Rubella,National,0
2015,60-64,Scabies,National,3
2015,60-64,Scarlet  Fever,National,0
2015,60-64,Seasonal Influenza,National,12
2015,60-64,Syphilis,National,4
2015,60-64,Tetanus,National,Null
2015,60-64,Typhoid Fever,National,2
2015,60-64,Viral Hepatitis A,National,0
2015,60-64,Viral Hepatitis B,National,8
2015,60-64,Viral Hepatitis C,National,8
2015,60-64,Viral Meningitis,National,0
2015,60-64,Whooping Cough,National,0
2015,65+,Acute Encephalitis,National,0
2015,65+,Acute Flaccid Paralysis,National,0
2015,65+,Brucellosis,National,1
2015,65+,Chickenpox,National,2
2015,65+,Corona Virus,National,1
2015,65+,Extra Pulmonary Tuberculosis,National,0
2015,65+,Giardia Lambia,National,0
2015,65+,Gonorrhoea,National,0
2015,65+,Malaria,National,0
2015,65+,Measles,National,0
2015,65+,Mumps,National,0
2015,65+,Other,National,16
2015,65+,Other Food Poisoning,National,2
2015,65+,Other STD,National,2
2015,65+,Other Viral Hepatitis,National,0
2015,65+,Pulmonary Tuberculosis,National,4
2015,65+,Rubella,National,0
2015,65+,Scabies,National,1
2015,65+,Scarlet  Fever,National,0
2015,65+,Seasonal Influenza,National,47
2015,65+,Syphilis,National,2
2015,65+,Tetanus,National,Null
2015,65+,Typhoid Fever,National,0
2015,65+,Viral Hepatitis A,National,1
2015,65+,Viral Hepatitis B,National,16
2015,65+,Viral Hepatitis C,National,4
2015,65+,Viral Meningitis,National,0
2015,65+,Whooping Cough,National,0
2016,0-4,Acute Encephalitis,Expatriate,3
2016,0-4,Acute Flaccid Paralysis,Expatriate,2
2016,0-4,Brucellosis,Expatriate,2
2016,0-4,Chickenpox,Expatriate,297
2016,0-4,Corona Virus,Expatriate,1
2016,0-4,Extra Pulmonary Tuberculosis,Expatriate,0
2016,0-4,Giardia Lambia,Expatriate,13
2016,0-4,Gonorrhoea,Expatriate,0
2016,0-4,Malaria,Expatriate,18
2016,0-4,Measles,Expatriate,23
2016,0-4,Mumps,Expatriate,53
2016,0-4,Other,Expatriate,395
2016,0-4,Other Food Poisoning,Expatriate,338
2016,0-4,Other STD,Expatriate,0
2016,0-4,Other Viral Hepatitis,Expatriate,0
2016,0-4,Pulmonary Tuberculosis,Expatriate,0
2016,0-4,Rubella,Expatriate,2
2016,0-4,Scabies,Expatriate,81
2016,0-4,Scarlet  Fever,Expatriate,74
2016,0-4,Seasonal Influenza,Expatriate,1683
2016,0-4,Syphilis,Expatriate,2
2016,0-4,Tetanus,Expatriate,0
2016,0-4,Typhoid Fever,Expatriate,20
2016,0-4,Viral Hepatitis A,Expatriate,28
2016,0-4,Viral Hepatitis B,Expatriate,2
2016,0-4,Viral Hepatitis C,Expatriate,2
2016,0-4,Viral Meningitis,Expatriate,15
2016,0-4,Whooping Cough,Expatriate,17
2016,5-9,Acute Encephalitis,Expatriate,0
2016,5-9,Acute Flaccid Paralysis,Expatriate,3
2016,5-9,Brucellosis,Expatriate,2
2016,5-9,Chickenpox,Expatriate,237
2016,5-9,Corona Virus,Expatriate,0
2016,5-9,Extra Pulmonary Tuberculosis,Expatriate,2
2016,5-9,Giardia Lambia,Expatriate,12
2016,5-9,Gonorrhoea,Expatriate,0
2016,5-9,Malaria,Expatriate,17
2016,5-9,Measles,Expatriate,3
2016,5-9,Mumps,Expatriate,50
2016,5-9,Other,Expatriate,96
2016,5-9,Other Food Poisoning,Expatriate,92
2016,5-9,Other STD,Expatriate,0
2016,5-9,Other Viral Hepatitis,Expatriate,0
2016,5-9,Pulmonary Tuberculosis,Expatriate,0
2016,5-9,Rubella,Expatriate,0
2016,5-9,Scabies,Expatriate,47
2016,5-9,Scarlet  Fever,Expatriate,66
2016,5-9,Seasonal Influenza,Expatriate,1114
2016,5-9,Syphilis,Expatriate,0
2016,5-9,Tetanus,Expatriate,0
2016,5-9,Typhoid Fever,Expatriate,30
2016,5-9,Viral Hepatitis A,Expatriate,43
2016,5-9,Viral Hepatitis B,Expatriate,0
2016,5-9,Viral Hepatitis C,Expatriate,0
2016,5-9,Viral Meningitis,Expatriate,5
2016,5-9,Whooping Cough,Expatriate,1
2016,10-14,Acute Encephalitis,Expatriate,0
2016,10-14,Acute Flaccid Paralysis,Expatriate,1
2016,10-14,Brucellosis,Expatriate,1
2016,10-14,Chickenpox,Expatriate,161
2016,10-14,Corona Virus,Expatriate,0
2016,10-14,Extra Pulmonary Tuberculosis,Expatriate,0
2016,10-14,Giardia Lambia,Expatriate,2
2016,10-14,Gonorrhoea,Expatriate,0
2016,10-14,Malaria,Expatriate,10
2016,10-14,Measles,Expatriate,1
2016,10-14,Mumps,Expatriate,9
2016,10-14,Other,Expatriate,39
2016,10-14,Other Food Poisoning,Expatriate,25
2016,10-14,Other STD,Expatriate,0
2016,10-14,Other Viral Hepatitis,Expatriate,0
2016,10-14,Pulmonary Tuberculosis,Expatriate,1
2016,10-14,Rubella,Expatriate,0
2016,10-14,Scabies,Expatriate,29
2016,10-14,Scarlet  Fever,Expatriate,5
2016,10-14,Seasonal Influenza,Expatriate,330
2016,10-14,Syphilis,Expatriate,0
2016,10-14,Tetanus,Expatriate,0
2016,10-14,Typhoid Fever,Expatriate,9
2016,10-14,Viral Hepatitis A,Expatriate,14
2016,10-14,Viral Hepatitis B,Expatriate,0
2016,10-14,Viral Hepatitis C,Expatriate,0
2016,10-14,Viral Meningitis,Expatriate,9
2016,10-14,Whooping Cough,Expatriate,0
2016,15-19,Acute Encephalitis,Expatriate,1
2016,15-19,Acute Flaccid Paralysis,Expatriate,0
2016,15-19,Brucellosis,Expatriate,1
2016,15-19,Chickenpox,Expatriate,89
2016,15-19,Corona Virus,Expatriate,0
2016,15-19,Extra Pulmonary Tuberculosis,Expatriate,4
2016,15-19,Giardia Lambia,Expatriate,4
2016,15-19,Gonorrhoea,Expatriate,2
2016,15-19,Malaria,Expatriate,81
2016,15-19,Measles,Expatriate,0
2016,15-19,Mumps,Expatriate,1
2016,15-19,Other,Expatriate,28
2016,15-19,Other Food Poisoning,Expatriate,11
2016,15-19,Other STD,Expatriate,4
2016,15-19,Other Viral Hepatitis,Expatriate,0
2016,15-19,Pulmonary Tuberculosis,Expatriate,4
2016,15-19,Rubella,Expatriate,2
2016,15-19,Scabies,Expatriate,47
2016,15-19,Scarlet  Fever,Expatriate,1
2016,15-19,Seasonal Influenza,Expatriate,97
2016,15-19,Syphilis,Expatriate,2
2016,15-19,Tetanus,Expatriate,0
2016,15-19,Typhoid Fever,Expatriate,7
2016,15-19,Viral Hepatitis A,Expatriate,17
2016,15-19,Viral Hepatitis B,Expatriate,10
2016,15-19,Viral Hepatitis C,Expatriate,3
2016,15-19,Viral Meningitis,Expatriate,1
2016,15-19,Whooping Cough,Expatriate,1
2016,20-24,Acute Encephalitis,Expatriate,0
2016,20-24,Acute Flaccid Paralysis,Expatriate,0
2016,20-24,Brucellosis,Expatriate,2
2016,20-24,Chickenpox,Expatriate,863
2016,20-24,Corona Virus,Expatriate,1
2016,20-24,Extra Pulmonary Tuberculosis,Expatriate,27
2016,20-24,Giardia Lambia,Expatriate,18
2016,20-24,Gonorrhoea,Expatriate,13
2016,20-24,Malaria,Expatriate,394
2016,20-24,Measles,Expatriate,5
2016,20-24,Mumps,Expatriate,10
2016,20-24,Other,Expatriate,60
2016,20-24,Other Food Poisoning,Expatriate,33
2016,20-24,Other STD,Expatriate,26
2016,20-24,Other Viral Hepatitis,Expatriate,4
2016,20-24,Pulmonary Tuberculosis,Expatriate,55
2016,20-24,Rubella,Expatriate,13
2016,20-24,Scabies,Expatriate,259
2016,20-24,Scarlet  Fever,Expatriate,0
2016,20-24,Seasonal Influenza,Expatriate,149
2016,20-24,Syphilis,Expatriate,9
2016,20-24,Tetanus,Expatriate,0
2016,20-24,Typhoid Fever,Expatriate,22
2016,20-24,Viral Hepatitis A,Expatriate,20
2016,20-24,Viral Hepatitis B,Expatriate,71
2016,20-24,Viral Hepatitis C,Expatriate,34
2016,20-24,Viral Meningitis,Expatriate,3
2016,20-24,Whooping Cough,Expatriate,0
2016,25-29,Acute Encephalitis,Expatriate,1
2016,25-29,Acute Flaccid Paralysis,Expatriate,0
2016,25-29,Brucellosis,Expatriate,19
2016,25-29,Chickenpox,Expatriate,1146
2016,25-29,Corona Virus,Expatriate,0
2016,25-29,Extra Pulmonary Tuberculosis,Expatriate,74
2016,25-29,Giardia Lambia,Expatriate,26
2016,25-29,Gonorrhoea,Expatriate,21
2016,25-29,Malaria,Expatriate,429
2016,25-29,Measles,Expatriate,3
2016,25-29,Mumps,Expatriate,25
2016,25-29,Other,Expatriate,135
2016,25-29,Other Food Poisoning,Expatriate,96
2016,25-29,Other STD,Expatriate,65
2016,25-29,Other Viral Hepatitis,Expatriate,4
2016,25-29,Pulmonary Tuberculosis,Expatriate,87
2016,25-29,Rubella,Expatriate,20
2016,25-29,Scabies,Expatriate,371
2016,25-29,Scarlet  Fever,Expatriate,0
2016,25-29,Seasonal Influenza,Expatriate,318
2016,25-29,Syphilis,Expatriate,43
2016,25-29,Tetanus,Expatriate,1
2016,25-29,Typhoid Fever,Expatriate,41
2016,25-29,Viral Hepatitis A,Expatriate,18
2016,25-29,Viral Hepatitis B,Expatriate,166
2016,25-29,Viral Hepatitis C,Expatriate,111
2016,25-29,Viral Meningitis,Expatriate,6
2016,25-29,Whooping Cough,Expatriate,1
2016,30-34,Acute Encephalitis,Expatriate,1
2016,30-34,Acute Flaccid Paralysis,Expatriate,0
2016,30-34,Brucellosis,Expatriate,11
2016,30-34,Chickenpox,Expatriate,829
2016,30-34,Corona Virus,Expatriate,0
2016,30-34,Extra Pulmonary Tuberculosis,Expatriate,51
2016,30-34,Giardia Lambia,Expatriate,14
2016,30-34,Gonorrhoea,Expatriate,24
2016,30-34,Malaria,Expatriate,279
2016,30-34,Measles,Expatriate,2
2016,30-34,Mumps,Expatriate,27
2016,30-34,Other,Expatriate,169
2016,30-34,Other Food Poisoning,Expatriate,130
2016,30-34,Other STD,Expatriate,73
2016,30-34,Other Viral Hepatitis,Expatriate,3
2016,30-34,Pulmonary Tuberculosis,Expatriate,84
2016,30-34,Rubella,Expatriate,21
2016,30-34,Scabies,Expatriate,338
2016,30-34,Scarlet  Fever,Expatriate,0
2016,30-34,Seasonal Influenza,Expatriate,401
2016,30-34,Syphilis,Expatriate,60
2016,30-34,Tetanus,Expatriate,1
2016,30-34,Typhoid Fever,Expatriate,42
2016,30-34,Viral Hepatitis A,Expatriate,10
2016,30-34,Viral Hepatitis B,Expatriate,167
2016,30-34,Viral Hepatitis C,Expatriate,105
2016,30-34,Viral Meningitis,Expatriate,10
2016,30-34,Whooping Cough,Expatriate,1
2016,35-39,Acute Encephalitis,Expatriate,2
2016,35-39,Acute Flaccid Paralysis,Expatriate,0
2016,35-39,Brucellosis,Expatriate,6
2016,35-39,Chickenpox,Expatriate,401
2016,35-39,Corona Virus,Expatriate,2
2016,35-39,Extra Pulmonary Tuberculosis,Expatriate,39
2016,35-39,Giardia Lambia,Expatriate,17
2016,35-39,Gonorrhoea,Expatriate,8
2016,35-39,Malaria,Expatriate,196
2016,35-39,Measles,Expatriate,3
2016,35-39,Mumps,Expatriate,21
2016,35-39,Other,Expatriate,116
2016,35-39,Other Food Poisoning,Expatriate,79
2016,35-39,Other STD,Expatriate,40
2016,35-39,Other Viral Hepatitis,Expatriate,1
2016,35-39,Pulmonary Tuberculosis,Expatriate,48
2016,35-39,Rubella,Expatriate,6
2016,35-39,Scabies,Expatriate,173
2016,35-39,Scarlet  Fever,Expatriate,0
2016,35-39,Seasonal Influenza,Expatriate,247
2016,35-39,Syphilis,Expatriate,55
2016,35-39,Tetanus,Expatriate,1
2016,35-39,Typhoid Fever,Expatriate,30
2016,35-39,Viral Hepatitis A,Expatriate,7
2016,35-39,Viral Hepatitis B,Expatriate,155
2016,35-39,Viral Hepatitis C,Expatriate,103
2016,35-39,Viral Meningitis,Expatriate,8
2016,35-39,Whooping Cough,Expatriate,1
2016,40-44,Acute Encephalitis,Expatriate,2
2016,40-44,Acute Flaccid Paralysis,Expatriate,0
2016,40-44,Brucellosis,Expatriate,5
2016,40-44,Chickenpox,Expatriate,217
2016,40-44,Corona Virus,Expatriate,0
2016,40-44,Extra Pulmonary Tuberculosis,Expatriate,19
2016,40-44,Giardia Lambia,Expatriate,15
2016,40-44,Gonorrhoea,Expatriate,9
2016,40-44,Malaria,Expatriate,145
2016,40-44,Measles,Expatriate,0
2016,40-44,Mumps,Expatriate,15
2016,40-44,Other,Expatriate,73
2016,40-44,Other Food Poisoning,Expatriate,70
2016,40-44,Other STD,Expatriate,20
2016,40-44,Other Viral Hepatitis,Expatriate,3
2016,40-44,Pulmonary Tuberculosis,Expatriate,33
2016,40-44,Rubella,Expatriate,2
2016,40-44,Scabies,Expatriate,122
2016,40-44,Scarlet  Fever,Expatriate,0
2016,40-44,Seasonal Influenza,Expatriate,147
2016,40-44,Syphilis,Expatriate,43
2016,40-44,Tetanus,Expatriate,1
2016,40-44,Typhoid Fever,Expatriate,10
2016,40-44,Viral Hepatitis A,Expatriate,1
2016,40-44,Viral Hepatitis B,Expatriate,114
2016,40-44,Viral Hepatitis C,Expatriate,87
2016,40-44,Viral Meningitis,Expatriate,3
2016,40-44,Whooping Cough,Expatriate,1
2016,45-49,Acute Encephalitis,Expatriate,2
2016,45-49,Acute Flaccid Paralysis,Expatriate,0
2016,45-49,Brucellosis,Expatriate,7
2016,45-49,Chickenpox,Expatriate,92
2016,45-49,Corona Virus,Expatriate,0
2016,45-49,Extra Pulmonary Tuberculosis,Expatriate,11
2016,45-49,Giardia Lambia,Expatriate,5
2016,45-49,Gonorrhoea,Expatriate,3
2016,45-49,Malaria,Expatriate,112
2016,45-49,Measles,Expatriate,0
2016,45-49,Mumps,Expatriate,6
2016,45-49,Other,Expatriate,78
2016,45-49,Other Food Poisoning,Expatriate,49
2016,45-49,Other STD,Expatriate,18
2016,45-49,Other Viral Hepatitis,Expatriate,0
2016,45-49,Pulmonary Tuberculosis,Expatriate,30
2016,45-49,Rubella,Expatriate,0
2016,45-49,Scabies,Expatriate,89
2016,45-49,Scarlet  Fever,Expatriate,0
2016,45-49,Seasonal Influenza,Expatriate,97
2016,45-49,Syphilis,Expatriate,27
2016,45-49,Tetanus,Expatriate,1
2016,45-49,Typhoid Fever,Expatriate,10
2016,45-49,Viral Hepatitis A,Expatriate,3
2016,45-49,Viral Hepatitis B,Expatriate,70
2016,45-49,Viral Hepatitis C,Expatriate,62
2016,45-49,Viral Meningitis,Expatriate,2
2016,45-49,Whooping Cough,Expatriate,0
2016,50-54,Acute Encephalitis,Expatriate,0
2016,50-54,Acute Flaccid Paralysis,Expatriate,0
2016,50-54,Brucellosis,Expatriate,3
2016,50-54,Chickenpox,Expatriate,31
2016,50-54,Corona Virus,Expatriate,0
2016,50-54,Extra Pulmonary Tuberculosis,Expatriate,8
2016,50-54,Giardia Lambia,Expatriate,4
2016,50-54,Gonorrhoea,Expatriate,5
2016,50-54,Malaria,Expatriate,75
2016,50-54,Measles,Expatriate,0
2016,50-54,Mumps,Expatriate,4
2016,50-54,Other,Expatriate,44
2016,50-54,Other Food Poisoning,Expatriate,32
2016,50-54,Other STD,Expatriate,6
2016,50-54,Other Viral Hepatitis,Expatriate,0
2016,50-54,Pulmonary Tuberculosis,Expatriate,18
2016,50-54,Rubella,Expatriate,1
2016,50-54,Scabies,Expatriate,44
2016,50-54,Scarlet  Fever,Expatriate,0
2016,50-54,Seasonal Influenza,Expatriate,74
2016,50-54,Syphilis,Expatriate,17
2016,50-54,Tetanus,Expatriate,0
2016,50-54,Typhoid Fever,Expatriate,2
2016,50-54,Viral Hepatitis A,Expatriate,2
2016,50-54,Viral Hepatitis B,Expatriate,67
2016,50-54,Viral Hepatitis C,Expatriate,75
2016,50-54,Viral Meningitis,Expatriate,0
2016,50-54,Whooping Cough,Expatriate,0
2016,55-59,Acute Encephalitis,Expatriate,1
2016,55-59,Acute Flaccid Paralysis,Expatriate,0
2016,55-59,Brucellosis,Expatriate,4
2016,55-59,Chickenpox,Expatriate,13
2016,55-59,Corona Virus,Expatriate,1
2016,55-59,Extra Pulmonary Tuberculosis,Expatriate,4
2016,55-59,Giardia Lambia,Expatriate,3
2016,55-59,Gonorrhoea,Expatriate,1
2016,55-59,Malaria,Expatriate,55
2016,55-59,Measles,Expatriate,0
2016,55-59,Mumps,Expatriate,0
2016,55-59,Other,Expatriate,36
2016,55-59,Other Food Poisoning,Expatriate,19
2016,55-59,Other STD,Expatriate,3
2016,55-59,Other Viral Hepatitis,Expatriate,0
2016,55-59,Pulmonary Tuberculosis,Expatriate,12
2016,55-59,Rubella,Expatriate,0
2016,55-59,Scabies,Expatriate,34
2016,55-59,Scarlet  Fever,Expatriate,0
2016,55-59,Seasonal Influenza,Expatriate,61
2016,55-59,Syphilis,Expatriate,2
2016,55-59,Tetanus,Expatriate,0
2016,55-59,Typhoid Fever,Expatriate,5
2016,55-59,Viral Hepatitis A,Expatriate,0
2016,55-59,Viral Hepatitis B,Expatriate,29
2016,55-59,Viral Hepatitis C,Expatriate,68
2016,55-59,Viral Meningitis,Expatriate,2
2016,55-59,Whooping Cough,Expatriate,0
2016,60-64,Acute Encephalitis,Expatriate,1
2016,60-64,Acute Flaccid Paralysis,Expatriate,0
2016,60-64,Brucellosis,Expatriate,0
2016,60-64,Chickenpox,Expatriate,4
2016,60-64,Corona Virus,Expatriate,0
2016,60-64,Extra Pulmonary Tuberculosis,Expatriate,2
2016,60-64,Giardia Lambia,Expatriate,0
2016,60-64,Gonorrhoea,Expatriate,0
2016,60-64,Malaria,Expatriate,27
2016,60-64,Measles,Expatriate,0
2016,60-64,Mumps,Expatriate,1
2016,60-64,Other,Expatriate,17
2016,60-64,Other Food Poisoning,Expatriate,9
2016,60-64,Other STD,Expatriate,2
2016,60-64,Other Viral Hepatitis,Expatriate,0
2016,60-64,Pulmonary Tuberculosis,Expatriate,5
2016,60-64,Rubella,Expatriate,0
2016,60-64,Scabies,Expatriate,11
2016,60-64,Scarlet  Fever,Expatriate,0
2016,60-64,Seasonal Influenza,Expatriate,32
2016,60-64,Syphilis,Expatriate,5
2016,60-64,Tetanus,Expatriate,0
2016,60-64,Typhoid Fever,Expatriate,1
2016,60-64,Viral Hepatitis A,Expatriate,0
2016,60-64,Viral Hepatitis B,Expatriate,21
2016,60-64,Viral Hepatitis C,Expatriate,26
2016,60-64,Viral Meningitis,Expatriate,0
2016,60-64,Whooping Cough,Expatriate,0
2016,65+,Acute Encephalitis,Expatriate,2
2016,65+,Acute Flaccid Paralysis,Expatriate,0
2016,65+,Brucellosis,Expatriate,2
2016,65+,Chickenpox,Expatriate,4
2016,65+,Corona Virus,Expatriate,1
2016,65+,Extra Pulmonary Tuberculosis,Expatriate,5
2016,65+,Giardia Lambia,Expatriate,0
2016,65+,Gonorrhoea,Expatriate,0
2016,65+,Malaria,Expatriate,7
2016,65+,Measles,Expatriate,0
2016,65+,Mumps,Expatriate,0
2016,65+,Other,Expatriate,15
2016,65+,Other Food Poisoning,Expatriate,5
2016,65+,Other STD,Expatriate,0
2016,65+,Other Viral Hepatitis,Expatriate,0
2016,65+,Pulmonary Tuberculosis,Expatriate,5
2016,65+,Rubella,Expatriate,0
2016,65+,Scabies,Expatriate,8
2016,65+,Scarlet  Fever,Expatriate,0
2016,65+,Seasonal Influenza,Expatriate,39
2016,65+,Syphilis,Expatriate,1
2016,65+,Tetanus,Expatriate,0
2016,65+,Typhoid Fever,Expatriate,3
2016,65+,Viral Hepatitis A,Expatriate,0
2016,65+,Viral Hepatitis B,Expatriate,20
2016,65+,Viral Hepatitis C,Expatriate,27
2016,65+,Viral Meningitis,Expatriate,0
2016,65+,Whooping Cough,Expatriate,0
2016,0-4,Acute Encephalitis,NA,0
2016,0-4,Acute Flaccid Paralysis,NA,0
2016,0-4,Brucellosis,NA,0
2016,0-4,Chickenpox,NA,1
2016,0-4,Corona Virus,NA,0
2016,0-4,Extra Pulmonary Tuberculosis,NA,0
2016,0-4,Giardia Lambia,NA,0
2016,0-4,Gonorrhoea,NA,0
2016,0-4,Malaria,NA,0
2016,0-4,Measles,NA,0
2016,0-4,Mumps,NA,0
2016,0-4,Other,NA,1
2016,0-4,Other Food Poisoning,NA,0
2016,0-4,Other STD,NA,0
