,Year,Activity_Type,Activity_Type_Chapter,Percentage_Value_per_Year
824,2014,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.03
825,2014,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.02
826,2014,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03
827,2014,Service,Perdiem - Short Stay,0.52
828,2014,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.0
829,2014,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.0
830,2014,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.0
831,2014,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.01
832,2014,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.0
833,2014,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.0
834,2014,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.04
835,2014,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.0
836,2014,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.0
837,2014,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.01
838,2014,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.05
839,2014,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01
840,2014,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.02
841,2014,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.04
842,2014,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 9 and more),0.0
843,2014,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.0
844,2014,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.0
845,2014,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.35
846,2014,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,2.46
847,2014,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.37
848,2014,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.16
849,2014,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01
850,2014,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.0
851,2014,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01
852,2014,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.04
853,2014,Service,Perdiem - Haemodialysis  (HD),1.59
854,2014,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.82
855,2014,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.07
856,2014,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.0
857,2014,Service,Perdiem - Companion Accommodation,0.0
858,2014,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.02
859,2014,Service,Paediatric intensive care Unit (PICU),0.0
860,2014,Service,Outlier Payment,0.68
861,2014,Service,Operating Room Services - Minor Surgery,0.0
862,2014,Service,Operating Room Services - General Classification,0.0
863,2014,Service,Operating Room Services - First Hour,0.0
864,2014,Service,Operating Room Services - Every Additional 1/2 hr.,0.0
865,2014,Service,Nursery - General Classification,0.0
866,2014,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.0
867,2014,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.0
868,2014,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.01
869,2014,Service,Neonatal Intensive Care Unit (NICU),0.0
870,2014,Service,Intensive Care Unit (ICU),0.0
871,2014,Service,Emergency Room - Hourly Rate,0.0
872,2014,Service,"Educational services rendered by Clinician (Physician or Non-Physician) to patient opting out of the  Comprehensive Screening, new or established patient; 10-15 minutes.",0.0
873,2014,Service,DRG Add-on Payment for High Cost Consumables,0.01
874,2014,Service,Delivery Room,0.0
875,2014,Service,Day Stay (Day care) Room - Daily Rate,0.0
876,2014,Service,Coronary Care Unit (CCU),0.0
877,2014,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.03
878,2014,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.0
879,2014,Service,Catheterization Lab,0.0
880,2015,CPT,Urinary System,0.35
881,2015,CPT,Respiratory System,0.69
882,2015,CPT,Radiology,2.7
883,2015,CPT,Radiologic Guidance,0.0
884,2015,CPT,Radiation Oncology,0.24
885,2015,CPT,Pathology & Laboratory,19.81
886,2015,CPT,Operating Microscope,0.0
887,2015,CPT,Nuclear Medicine,0.37
888,2015,CPT,Nervous System,0.05
889,2015,CPT,,0.04
890,2015,CPT,Musculoskeletal,0.6
891,2015,CPT,Mediastinum & Diaphragm,0.0
892,2015,CPT,Maternity Care & Delivery,0.13
893,2015,CPT,Male Genital System,0.1
894,2015,CPT,Integumentary,0.62
895,2015,CPT,Hemic & Lymphatic Systems,0.0
896,2015,CPT,General,0.01
897,2015,CPT,Female Genital System,0.17
898,2015,CPT,Eye & Ocular Adnexa,0.7
899,2015,CPT,Evaluation & Management,14.9
900,2015,CPT,Endocrine System,0.0
901,2015,CPT,Digestive System,0.54
902,2015,CPT,Diagnostic Ultrasound,3.12
903,2015,CPT,Cardiovascular System,0.12
904,2015,CPT,Breast Mammography,0.06
905,2015,CPT,Bone/Joint Studies,0.04
906,2015,CPT,Auditory System,0.17
907,2015,CPT,Anesthesia,0.0
908,2015,Dental,Unclassified Treatments,0.01
909,2015,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.0
910,2015,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.0
911,2015,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.0
912,2015,Dental,Surgical Incisions,0.0
913,2015,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01
914,2015,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01
915,2015,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.29
916,2015,Dental,"Restorative Services, Other",0.0
917,2015,Dental,"Restorative Procedures, Overdentures",0.0
918,2015,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",0.95
919,2015,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.04
920,2015,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.13
921,2015,Dental,"Restorations, Foil, Gold",0.0
922,2015,Dental,"Restorations, Amalgam",0.01
923,2015,Dental,Restoration,0.07
924,2015,Dental,Repairs,0.0
925,2015,Dental,"Removals, (Extractions), Surgical",0.11
926,2015,Dental,"Removals, (Extractions), Erupted Teeth",0.15
927,2015,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.0
928,2015,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.0
929,2015,Dental,"Radiographs, Specialty Use Only",0.0
930,2015,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.18
931,2015,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.1
932,2015,Dental,Professional Services,0.44
933,2015,Dental,Primary Dentition,0.0
934,2015,Dental,"Preventive Services, Other",0.07
935,2015,Dental,"Pontics, Bridge",0.08
936,2015,Dental,Polishing,0.22
937,2015,Dental,Permanent Dentition,0.43
938,2015,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.11
939,2015,Dental,"Periodontal Services, Non Surgical",0.0
940,2015,Dental,"Periodontal Services, Miscellaneous",0.0
941,2015,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.01
942,2015,Dental,Periapical Services,0.0
943,2015,Dental,"Orthodontic Services, Miscellaneous",0.01
944,2015,Dental,"Oral Surgery Procedures, Other",0.28
945,2015,Dental,Mixed Dentition,0.01
946,2015,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.07
947,2015,Dental,"Maxillofacial Deformities, Treatment Of",0.0
948,2015,Dental,Master Cast Techniques,0.0
949,2015,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.0
950,2015,Dental,"Fractures, Treatment Of",0.0
951,2015,Dental,"Fixed Prosthetics, Other Services",0.02
952,2015,Dental,Fixed Bridge Retainers,0.13
953,2015,Dental,"Examination And Diagnosis, Clinical Oral",0.36
954,2015,Dental,"Endodontic, Procedures, Miscellaneous",0.01
955,2015,Dental,"Drugs/Medication, Dispensing",0.0
956,2015,Dental,"Dentures, Replication, Relining And Rebasing",0.0
957,2015,Dental,"Dentures, Repairs/Additions",0.0
958,2015,Dental,"Dentures, Partial, Cast With Acrylic Base",0.01
959,2015,Dental,"Dentures, Partial, Acrylic",0.02
960,2015,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01
961,2015,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.0
962,2015,Dental,"Crowns, Single Units
(Only)",0.58
963,2015,Dental,Bleaching Vital,0.11
964,2015,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.09
965,2015,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.03
966,2015,Dental,Appliances,0.01
967,2015,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.0
968,2015,Dental,Anaesthesia,0.02
969,2015,DRG,Newborns & Other Neonates,2.65
970,2015,DRG,Mental Diseases & Disorders,0.17
971,2015,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.09
972,2015,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.42
973,2015,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.05
974,2015,DRG,Diseases & Disorders Of The Urinary Tract,0.61
975,2015,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.36
976,2015,DRG,Diseases & Disorders Of The Respiratory System,2.83
977,2015,DRG,Diseases & Disorders Of The Nervous System,0.74
978,2015,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.26
979,2015,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.32
980,2015,DRG,Diseases & Disorders Of The Male Reproductive System,0.1
981,2015,DRG,Diseases & Disorders Of The Hepatobiliary System & Pancreas,0.5
982,2015,DRG,Diseases & Disorders Of The Female Reproductive System,0.64
983,2015,DRG,Diseases & Disorders Of The Eye,0.04
984,2015,DRG,"Diseases & Disorders Of The Endocrine, Nutritional & Metabolic Systems",0.37
985,2015,DRG,"Diseases & Disorders Of The Ear, Nose, Mouth & Throat",0.52
986,2015,DRG,Diseases & Disorders Of The Digestive System,1.47
987,2015,DRG,Diseases & Disorders Of The Circulatory System,2.31
988,2015,DRG,"Diseases & Disorders Of Blood, Blood Forming Organs, Immunological System",0.24
989,2015,DRG,Childbirth,2.53
990,2015,DRG,Alcohol/Drug Abuse & Dependence,0.03
991,2015,Drug,Various,0.16
992,2015,Drug,"Systemic hormonal preparations, excluding sex hormones and insulins",0.27
993,2015,Drug,Sensory organs,0.19
994,2015,Drug,Respiratory system,1.19
995,2015,Drug,Nervous system,0.68
996,2015,Drug,,5.92
997,2015,Drug,Musculo-skeletal system,0.6
998,2015,Drug,Genito-urinary system and sex hormones,0.39
999,2015,Drug,Dermatologicals,0.38
1000,2015,Drug,Cardiovascular system,2.02
1001,2015,Drug,Blood and blood forming organs,1.17
1002,2015,Drug,"Antiparasitic products, insecticides and repellents",0.03
1003,2015,Drug,Antineoplastic and immunomodulating agents,1.94
1004,2015,Drug,Antiinfectives for systemic use,1.55
1005,2015,Drug,Alimentary tract and metabolism,3.0
1006,2015,HCPCS,Vision Services,0.02
1007,2015,HCPCS,Transport Services Including Ambulance,2.21
1008,2015,HCPCS,Temporary Procedures/Professional Services,0.0
1009,2015,HCPCS,Temporary National Codes Established Medicaid,0.08
1010,2015,HCPCS,Temporary National Codes Established by Private Payers,0.02
1011,2015,HCPCS,Temporary Codes assigned to DME Regional Carriers,0.03
1012,2015,HCPCS,Temporary Codes Assigned by CMS,0.02
1013,2015,HCPCS,"Respiratory Durable Medical Equipment, Inexpensive and Routinely Purchased",0.02
1014,2015,HCPCS,Prosthetics,0.05
1015,2015,HCPCS,Orthotics,0.22
1016,2015,HCPCS,Medical and Surgical Supplies,0.81
1017,2015,HCPCS,Laboratory Services,0.0
1018,2015,HCPCS,Hearing Services,0.2
1019,2015,HCPCS,Gradient Compression Stockings,0.0
1020,2015,HCPCS,Enteral and Parenteral Therapy,0.18
1021,2015,HCPCS,Durable Medical Equipment,0.45
1022,2015,HCPCS,Drugs Other Than Chemotherapy,0.0
1023,2015,HCPCS,CMS Hospital Outpatient Payment System,0.29
1024,2015,HCPCS,Chemotherapy Drugs,0.0
1025,2015,HCPCS,Behavioural Health and/or Substance Abuse Treatment Services,0.0
1026,2015,HCPCS,"Administrative, Miscellaneous and Investigational",0.08
1027,2015,,,0.0
1028,2015,Service,Tele-consultation resulting in Self Care,0.0
1029,2015,Service,Tele-consultation resulting in Referral,0.0
1030,2015,Service,Tele-consultation resulting in Emergency Management,0.0
1031,2015,Service,Special Care Unit (SCU) or Adult Special-Care Unit (ASCU),0.0
1032,2015,Service,Special Care Baby Unit (SCBU),0.0
1033,2015,Service,Short Stay Room - Hourly Rate,0.0
1034,2015,Service,Short Stay  Room - Daily Rate,0.0
1035,2015,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - VIP Room,0.0
1036,2015,Service,Room Rate difference - Daily Rate  (Day 1 and more ) - Suite,0.0
1037,2015,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - Royal Suite,0.0
1038,2015,Service,Room Rate difference - Daily Rate  (Day 1 and more  ) - Isolation Room,0.0
1039,2015,Service,Room Rate difference - Daily Rate   (Day 1 and more  ) - First Class Room,0.01
1040,2015,Service,Room and Board: Ward,0.0
1041,2015,Service,Room and Board:  VIP Room,0.0
1042,2015,Service,Room and Board:  Suite,0.03
1043,2015,Service,Room and Board: Shared Room,0.0
1044,2015,Service,Room and Board: Royal Suite,0.0
1045,2015,Service,Room and Board: Isolation Room,0.0
1046,2015,Service,Room and Board: First Class Room,0.0
1047,2015,Service,Recovery Room  - Hourly Rate,0.0
1048,2015,Service,Perdiem  - Ward or Shared Room - Daily Rate  (Day 8 and more),0.02
1049,2015,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 4 to 8),0.01
1050,2015,Service,Perdiem  - Ward or Shared Room - Daily Rate (Day 1 to 3),0.03
1051,2015,Service,Perdiem - Short Stay,0.56
1052,2015,Service,Perdiem - SCU - Daily Rate (Day 9 and more),0.0
1053,2015,Service,Perdiem - SCU - Daily Rate (Day 4 to 8),0.0
1054,2015,Service,Perdiem - SCU - Daily Rate (Day 1 to 3),0.0
1055,2015,Service,Perdiem - SCBU  - Daily Rate  (Day 9 and more),0.01
1056,2015,Service,Perdiem - SCBU  - Daily Rate (Day 4 to 8),0.0
1057,2015,Service,Perdiem - SCBU  - Daily Rate (Day 1 to 3),0.0
1058,2015,Service,Perdiem - PICU - Daily Rate  (Day 22 and more),0.04
1059,2015,Service,Perdiem - PICU - Daily Rate (Day 15 to 21),0.0
1060,2015,Service,Perdiem - PICU - Daily Rate (Day 8 to 14),0.0
1061,2015,Service,Perdiem - PICU - Daily Rate (Day 1 to 7),0.0
1062,2015,Service,Perdiem - NICU - Daily Rate (Day 22 and more),0.02
1063,2015,Service,Perdiem - NICU - Daily Rate (Day 15 to 21),0.01
1064,2015,Service,Perdiem - NICU - Daily Rate (Day 8 to 14),0.01
1065,2015,Service,Perdiem - NICU - Daily Rate (Day 1 to 7),0.03
1066,2015,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 4 to 8),0.0
1067,2015,Service,Perdiem - New-born Nursery  -  Daily Rate (Day 1 to 3),0.0
1068,2015,Service,Perdiem - Long Term Stay - Daily Rate - Simple Cases,0.35
1069,2015,Service,Perdiem - Long Term Stay - Daily Rate - Severe Cases,1.9
1070,2015,Service,Perdiem - Long Term Stay - Daily Rate - Intermediate Cases,0.39
1071,2015,Service,Perdiem - Long Term Stay - Daily Rate - Intensive Cases,0.09
1072,2015,Service,Perdiem - ICU/CCU - Daily Rate (Day 22 and more),0.01
1073,2015,Service,Perdiem - ICU/CCU - Daily Rate (Day 15 to 21),0.0
1074,2015,Service,Perdiem - ICU/CCU - Daily Rate (Day 8 to 14),0.01
1075,2015,Service,Perdiem - ICU/CCU - Daily Rate (Day 1 to 7),0.03
1076,2015,Service,Perdiem - Haemodialysis  (HD),1.41
1077,2015,Service,Perdiem - Day Stay (Day care) Surgical Case - Inclusive.,0.77
1078,2015,Service,Perdiem - Day Stay (Day care) Medical Case - Inclusive.,0.06
1079,2015,Service,Perdiem - Continuous  Ambulatory Peritoneal Dialysis (CAPD).,0.0
1080,2015,Service,Perdiem - Companion Accommodation,0.0
1081,2015,Service,Perdiem - Automated Peritoneal Dialysis (APD).,0.02
1082,2015,Service,Per Diem-  Bundled Base Payment of home care  (Level 3- Intensive)                                                                                                                              * -A bundled payment that includes all medical services and tra,0.0
1083,2015,Service,Paediatric intensive care Unit (PICU),0.0
1084,2015,Service,Outlier Payment,0.81
1085,2015,Service,Operating Room Services - Minor Surgery,0.0
1086,2015,Service,Operating Room Services - General Classification,0.0
1087,2015,Service,Operating Room Services - First Hour,0.0
1088,2015,Service,Operating Room Services - Every Additional 1/2 hr.,0.0
1089,2015,Service,Nursery - General Classification,0.0
1090,2015,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: more than 48 sq inches / 300 sq centimeters.",0.0
1091,2015,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: between 16 sq inches / 100 sq centimeters  and 48 sq inches / 300 sq centimeters .",0.0
1092,2015,Service,"Non-surgical cleansing of a wound without debridement, with or without local anesthesia, with or without the application of a surgical dressing: 16 sq inches / 100 sq centimeters or less.",0.02
1093,2015,Service,Neonatal Intensive Care Unit (NICU),0.0
1094,2015,Service,Intensive Care Unit (ICU),0.0
1095,2015,Service,Emergency Room - Hourly Rate,0.0
1096,2015,Service,DRG Add-on Payment for High Cost Consumables,0.12
1097,2015,Service,Delivery Room,0.0
1098,2015,Service,Day Stay (Day care) Room - Daily Rate,0.0
1099,2015,Service,Coronary Care Unit (CCU),0.0
1100,2015,Service,"Comprehensive screening evaluation and management by clinician of an individual, including an age and gender appropriate history, questionnaire filling, examination, and ordering of laboratory/diagnostic procedures, new or established patient; 30-40 minut",0.03
1101,2015,Service,"Comprehensive screening by a non-physician clinician of an individual, including vital signs, an age and gender appropriate history, coordination for ordering of laboratory/diagnostic procedures and questionnaire filling, new or established patient; 30-40",0.0
1102,2015,Service,Catheterization Lab,0.0
1103,2016,CPT,Urinary System,0.36
1104,2016,CPT,Respiratory System,0.59
1105,2016,CPT,Radiology,2.69
1106,2016,CPT,Radiologic Guidance,0.01
1107,2016,CPT,Radiation Oncology,0.23
1108,2016,CPT,Pathology & Laboratory,19.69
1109,2016,CPT,Operating Microscope,0.0
1110,2016,CPT,Nuclear Medicine,0.42
1111,2016,CPT,Nervous System,0.06
1112,2016,CPT,,0.04
1113,2016,CPT,Musculoskeletal,0.58
1114,2016,CPT,Mediastinum & Diaphragm,0.0
1115,2016,CPT,Maternity Care & Delivery,0.12
1116,2016,CPT,Male Genital System,0.1
1117,2016,CPT,Integumentary,0.59
1118,2016,CPT,Hemic & Lymphatic Systems,0.0
1119,2016,CPT,General,0.01
1120,2016,CPT,Female Genital System,0.16
1121,2016,CPT,Eye & Ocular Adnexa,0.75
1122,2016,CPT,Evaluation & Management,14.34
1123,2016,CPT,Endocrine System,0.0
1124,2016,CPT,Digestive System,0.59
1125,2016,CPT,Diagnostic Ultrasound,2.89
1126,2016,CPT,Cardiovascular System,0.15
1127,2016,CPT,Breast Mammography,0.07
1128,2016,CPT,Bone/Joint Studies,0.04
1129,2016,CPT,Auditory System,0.16
1130,2016,CPT,Anesthesia,0.0
1131,2016,Dental,Unclassified Treatments,0.01
1132,2016,Dental,Test/Analysis/Laboratory Procedures/Interpretation And/Or Reports,0.0
1133,2016,Dental,"Temporomandibular Joint Dysfunctions, Treatment Of",0.0
1134,2016,Dental,"Template, Surgical (Includes Diagnostic Wax-Up.  Also Used To Locate And Orient Osseo-Integrated Implants)",0.0
1135,2016,Dental,Surgical Incisions,0.0
1136,2016,Dental,"Surgical Excisions (Not In Conjunction With Tooth Removal, Including Biopsy)",0.01
1137,2016,Dental,"Space Maintainers
(Includes The Design, Separation, Fabrication, Insertion And Where Applicable Initial Cementation And Removal)",0.01
1138,2016,Dental,"Root Canal Therapy
To Include: Treatment Plan, Clinical Procedures (I.E. Pulpectomy, Biomechanical Preparation, Chemotherapeutic Treatment And Obturation), With Appropriate Radiographs And Excluding Final Restoration.",0.32
1139,2016,Dental,"Restorative Services, Other",0.01
1140,2016,Dental,"Restorative Procedures, Overdentures",0.0
1141,2016,Dental,"Restorations, Tooth Coloured/Plastic With/Without Silver Filings",1.05
1142,2016,Dental,"Restorations, Pre-Fabricated, Full Coverage",0.06
1143,2016,Dental,"Restorations, Inlays, Onlays, Pins And Posts",0.16
1144,2016,Dental,"Restorations, Foil, Gold",0.0
1145,2016,Dental,"Restorations, Amalgam",0.01
1146,2016,Dental,Restoration,0.07
1147,2016,Dental,Repairs,0.0
1148,2016,Dental,"Removals, (Extractions), Surgical",0.12
1149,2016,Dental,"Removals, (Extractions), Erupted Teeth",0.16
1150,2016,Dental,"Remodelling And Recontouring Oral Tissues In Preparation For Removable Prostheses (To Include Codes 73110, 73120, 73140, 73150, 73160, 73170, 73180)",0.0
1151,2016,Dental,"Recontouring Of Retainer/Pontics,
(Of Existing Bridgework)",0.0
1152,2016,Dental,"Radiographs, Specialty Use Only",0.0
1153,2016,Dental,Radiographs (Including Radiographic Examination And Diagnosis And Interpretation),0.21
1154,2016,Dental,"Pulp Chamber, Treatment Of, (Excluding Final Restoration)",0.11
1155,2016,Dental,"Prosthondics, Removable, Fabricated In Conjunction With A Denturist",0.0
1156,2016,Dental,"Prosthesis, Maxillofacial",0.0
1157,2016,Dental,Professional Services,0.52
1158,2016,Dental,Primary Dentition,0.0
1159,2016,Dental,"Preventive Services, Other",0.07
1160,2016,Dental,"Pontics, Bridge",0.1
1161,2016,Dental,Polishing,0.25
1162,2016,Dental,Permanent Dentition,0.47
1163,2016,Dental,"Periodontal Services, Surgical (Includes Local Anaesthetic, Suturing And The Placement And Removal Of Initial Surgical Dressing. A Surgical Site Is An Area That Lends Itself To One Or More Procedures. It Is Considered To Include A Full Quadrant, Sextant O",0.14
1164,2016,Dental,"Periodontal Services, Non Surgical",0.0
1165,2016,Dental,"Periodontal Services, Miscellaneous",0.01
1166,2016,Dental,"Periodontal Procedures, Adjunctive (When Per Joint Is Designated, The Corresponding Tooth Code Is Represented By The Mesial Of The Tooth Involved, Except At The Midline, Where The Tooth To The Right Of The Joint Is Utilized.)",0.02
1167,2016,Dental,Periapical Services,0.0
1168,2016,Dental,"Orthodontic Services, Miscellaneous",0.01
1169,2016,Dental,"Oral Surgery Procedures, Other",0.34
1170,2016,Dental,Mixed Dentition,0.01
1171,2016,Dental,"Mesostructures
(A Separate Component Positioned Between The Head Of An Implant And The Final Restoration, Retained By Either A Cemented Post Or Screw)",0.08
1172,2016,Dental,"Maxillofacial Deformities, Treatment Of",0.0
1173,2016,Dental,Master Cast Techniques,0.0
1174,2016,Dental,"Laboratory And Expense Procedures (This Code Is Used In Conjunction With The ""+ L"" And ""+ E"" Designation Following Specific Codes In The Guide. The Addition Of These Codes Are To Facilitate Computer Or Manual Input For Third Party Claims Processing, Perso",0.0
1175,2016,Dental,"Frequent Preventative Services Billed On A Time Unit Basis. Services Covered Under This Code Are: Polishing, Scaling, Root Planing, Nutritional Counselling, Oral Hygiene Instruction/Plaque Control And Application Of An Antimicrobial Agent
***Provinces Usi",0.0
1176,2016,Dental,"Fractures, Treatment Of",0.0
1177,2016,Dental,"Fixed Prosthetics, Other Services",0.02
1178,2016,Dental,Fixed Bridge Retainers,0.17
1179,2016,Dental,"Examination And Diagnosis, Clinical Oral",0.41
1180,2016,Dental,"Endodontic, Procedures, Miscellaneous",0.01
1181,2016,Dental,"Drugs/Medication, Dispensing",0.0
1182,2016,Dental,"Dentures, Replication, Relining And Rebasing",0.0
1183,2016,Dental,"Dentures, Repairs/Additions",0.0
1184,2016,Dental,"Dentures, Partial, Cast With Acrylic Base",0.01
1185,2016,Dental,"Dentures, Partial, Acrylic",0.02
1186,2016,Dental,"Dentures, Partial  (Fabricated In Conjunction With A Denturist)",0.0
1187,2016,Dental,"Dentures, Complete (Includes: Impressions, Initial And Final Jaw Relation Records, Try-In Evaluation And Check Records, Insertion And Adjustments, Including Three Months Post Insertion Care.)",0.01
1188,2016,Dental,"Dentures, Adjustments
(After Three Months Insertion Or By Other Than The Dentist Providing Prosthesis.)",0.0
1189,2016,Dental,"Crowns, Single Units
(Only)",0.7
1190,2016,Dental,Bleaching Vital,0.13
1191,2016,Dental,"Appliances, Retention, Orthodontic Retaining Appliances",0.11
1192,2016,Dental,"Appliances, Active, For Tooth Guidance Or Minor Tooth Movement",0.03
1193,2016,Dental,Appliances,0.01
1194,2016,Dental,"Anatomic Modifications (Reshaping, Recontouring, Or Occlusal Modifications Of A Natural Tooth Or Teeth, Single Or Multiple Restorations, Or The Inter-Articulation Of The Teeth)",0.0
1195,2016,Dental,Anaesthesia,0.03
1196,2016,DRG,Newborns & Other Neonates,2.63
1197,2016,DRG,Mental Diseases & Disorders,0.16
1198,2016,DRG,"Injuries, Poisonings & Toxic Effects Of Drugs",0.08
1199,2016,DRG,Infectious & Parasitic Diseases Of Systemic Or Unspecified Sites,0.46
1200,2016,DRG,Factors Influencing Health Status & Other Contacts With Health Services,0.06
1201,2016,DRG,Diseases & Disorders Of The Urinary Tract,0.62
1202,2016,DRG,"Diseases & Disorders Of The Skin, Subcutaneous Tissue & Breast",0.38
1203,2016,DRG,Diseases & Disorders Of The Respiratory System,2.96
1204,2016,DRG,Diseases & Disorders Of The Nervous System,0.83
1205,2016,DRG,Diseases & Disorders Of The Myeloproliferative System & Poorly Differentiated Neoplasms,0.25
1206,2016,DRG,Diseases & Disorders Of The Musculoskeletal System & Connective Tissue,1.44
1207,2016,DRG,Diseases & Disorders Of The Male Reproductive System,0.11
